Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
INC,1.21E+07,856715.4179,7.80E+05,1.38E+07,2.54E+05,5.93E+06,-7.55E+06
INA,2.94E+07,2539788.091,2.33E+06,3.42E+07,7.18E+05,1.17E+07,-2.19E+07
ICN,1.19E+07,856715.4179,7.80E+05,1.35E+07,2.54E+05,1.83E+07,5.02E+06
IAN,2.91E+07,2539788.091,2.33E+06,3.40E+07,7.18E+05,3.61E+07,2.85E+06
JCC,1.43E+07,1713430.836,1.56E+06,1.76E+07,5.09E+05,2.42E+07,7.14E+06
ICC,2.40E+07,1713430.836,1.56E+06,2.73E+07,5.09E+05,2.42E+07,-2.56E+06
JAA,3.54E+07,5079576.182,4.66E+06,4.52E+07,1.44E+06,4.79E+07,4.15E+06
IAA,5.85E+07,5079576.182,4.66E+06,6.83E+07,1.44E+06,4.79E+07,-1.89E+07
