Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,7.29E+06,0,7.16E+06,1.45E+07,0,1.77E+08,1.63E+08
INC,3.53E+07,3334733.968,7.09E+06,4.58E+07,547432.7364,1.57E+08,1.12E+08
INA,3.93E+07,6069091.206,7.09E+06,5.25E+07,788899.7734,1.48E+08,9.63E+07
ICN,3.48E+07,3334733.968,1.04E+07,4.85E+07,547432.7364,1.16E+08,6.78E+07
IAN,3.89E+07,6069091.206,1.33E+07,5.82E+07,788899.7734,8.73E+07,2.99E+07
JCC,4.28E+07,6669467.936,1.04E+07,5.98E+07,1094865.473,9.58E+07,3.71E+07
ICC,6.29E+07,6669467.936,1.04E+07,8.00E+07,1094865.473,9.58E+07,1.70E+07
JAA,4.82E+07,12138182.41,1.33E+07,7.36E+07,1577799.547,5.82E+07,-1.38E+07
IAA,7.10E+07,12138182.41,1.33E+07,9.64E+07,1577799.547,5.82E+07,-3.66E+07
