Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
INC,2.80E+07,3334733.968,-7.58E+04,3.13E+07,5.47E+05,-1.99E+07,-5.07E+07
INA,3.20E+07,6069091.206,-7.58E+04,3.80E+07,7.89E+05,-2.91E+07,-6.64E+07
ICN,2.75E+07,3334733.968,3.25E+06,3.41E+07,5.47E+05,-6.14E+07,-9.49E+07
IAN,3.16E+07,6069091.206,6.13E+06,4.38E+07,7.89E+05,-8.98E+07,-1.33E+08
JCC,3.55E+07,6669467.936,3.25E+06,4.54E+07,1.09E+06,-8.13E+07,-1.26E+08
ICC,5.56E+07,6669467.936,3.25E+06,6.55E+07,1.09E+06,-8.13E+07,-1.46E+08
JAA,4.09E+07,12138182.41,6.13E+06,5.91E+07,1.58E+06,-1.19E+08,-1.76E+08
IAA,6.37E+07,12138182.41,6.13E+06,8.19E+07,1.58E+06,-1.19E+08,-1.99E+08
