Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,2.39E+06,0,3.03E+06,5.42E+06,0,0.00E+00,-5.42E+06
INC,1.45E+07,856715.4179,3.81E+06,1.92E+07,254367.1932,5.93E+06,-1.30E+07
INA,3.18E+07,2539788.091,5.36E+06,3.97E+07,718271.8723,1.17E+07,-2.72E+07
ICN,1.43E+07,856715.4179,3.81E+06,1.89E+07,254367.1932,1.83E+07,-3.69E+05
IAN,3.15E+07,2539788.091,5.36E+06,3.94E+07,718271.8723,3.61E+07,-2.62E+06
JCC,1.67E+07,1713430.836,4.59E+06,2.30E+07,508734.3864,2.42E+07,1.72E+06
ICC,2.64E+07,1713430.836,4.59E+06,3.27E+07,508734.3864,2.42E+07,-8.01E+06
JAA,3.78E+07,5079576.182,7.69E+06,5.06E+07,1436543.745,4.79E+07,-1.27E+06
IAA,6.09E+07,5079576.182,7.69E+06,7.37E+07,1436543.745,4.79E+07,-2.43E+07
