Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
INC,1.68E+07,1449719.139,-1.99E+05,1.80E+07,3.43E+05,9.41E+06,-8.28E+06
INA,3.04E+07,3485703.201,-1.99E+05,3.37E+07,7.46E+05,1.64E+07,-1.66E+07
ICN,1.64E+07,1449719.139,1.18E+06,1.90E+07,3.43E+05,2.90E+07,1.03E+07
IAN,3.01E+07,3485703.201,3.16E+06,3.67E+07,7.46E+05,5.05E+07,1.45E+07
JCC,2.12E+07,2899438.279,1.18E+06,2.53E+07,6.85E+05,3.84E+07,1.39E+07
ICC,3.33E+07,2899438.279,1.18E+06,3.73E+07,6.85E+05,3.84E+07,1.78E+06
JAA,3.90E+07,6971406.401,3.16E+06,4.92E+07,1.49E+06,6.69E+07,1.92E+07
IAA,6.06E+07,6971406.401,3.16E+06,7.07E+07,1.49E+06,6.69E+07,-2.34E+06
