Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
INC,1.34E+07,1011918.075,-1.36E+05,1.43E+07,2.80E+05,6.86E+06,-7.18E+06
INA,2.97E+07,2800588.446,-1.36E+05,3.24E+07,7.27E+05,1.30E+07,-1.86E+07
ICN,1.31E+07,1011918.075,7.97E+05,1.49E+07,2.80E+05,2.11E+07,6.49E+06
IAN,2.94E+07,2800588.446,2.48E+06,3.47E+07,7.27E+05,4.01E+07,6.11E+06
JCC,1.69E+07,2023836.15,7.97E+05,1.98E+07,5.59E+05,2.80E+07,8.81E+06
ICC,2.66E+07,2023836.15,7.97E+05,2.94E+07,5.59E+05,2.80E+07,-8.77E+05
JAA,3.82E+07,5601176.892,2.48E+06,4.63E+07,1.45E+06,5.31E+07,8.27E+06
IAA,5.92E+07,5601176.892,2.48E+06,6.73E+07,1.45E+06,5.31E+07,-1.27E+07
