Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,1.86E+06,0,2.58E+06,4.44E+06,0,0.00E+00,-4.44E+06
INC,1.19E+07,629499.3715,2.56E+06,1.51E+07,213359.8012,6.03E+06,-8.83E+06
INA,3.06E+07,2130287.218,2.56E+06,3.52E+07,700889.5226,1.12E+07,-2.33E+07
ICN,1.16E+07,629499.3715,3.11E+06,1.54E+07,213359.8012,1.55E+07,3.01E+05
IAN,3.04E+07,2130287.218,4.45E+06,3.69E+07,700889.5226,3.14E+07,-4.83E+06
JCC,1.45E+07,1258998.743,3.11E+06,1.88E+07,426719.6023,2.00E+07,1.60E+06
ICC,2.17E+07,1258998.743,3.11E+06,2.60E+07,426719.6023,2.00E+07,-5.60E+06
JAA,3.89E+07,4260574.436,4.45E+06,4.76E+07,1401779.045,4.11E+07,-5.05E+06
IAA,5.91E+07,4260574.436,4.45E+06,6.78E+07,1401779.045,4.11E+07,-2.52E+07
