Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,2.39E+06,0,3.03E+06,5.42E+06,0,0.00E+00,-5.42E+06
INC,1.45E+07,856715.4179,3.81E+06,1.84E+07,152620.3159,5.93E+06,-1.23E+07
INA,3.18E+07,2539788.091,5.36E+06,3.73E+07,430963.1234,1.17E+07,-2.52E+07
ICN,1.43E+07,856715.4179,3.81E+06,1.89E+07,152620.3159,1.83E+07,-4.47E+05
IAN,3.15E+07,2539788.091,5.36E+06,3.94E+07,430963.1234,3.61E+07,-2.87E+06
JCC,1.77E+07,1713430.836,4.59E+06,2.32E+07,305240.6318,2.42E+07,1.31E+06
ICC,2.64E+07,1713430.836,4.59E+06,3.19E+07,305240.6318,2.42E+07,-7.39E+06
JAA,4.02E+07,5079576.182,7.69E+06,5.07E+07,861926.2467,4.79E+07,-1.94E+06
IAA,6.09E+07,5079576.182,7.69E+06,7.14E+07,861926.2467,4.79E+07,-2.26E+07
