el_underground_proportion,br_underground_proportion
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
0.32395156168102834,0.3383761896897459
