el_underground_proportion,br_underground_proportion
0.3383761896897459,0.3475081845716895
0.8920096132009453,0.9074260052343655
0.9178875613948252,0.9334980143708033
0.9383054228804337,0.9559998482003766
0.9572346516181423,0.9763815864248168
0.9719482273657637,0.9933576275882288
0.9827124512122072,1.0020023415939185
0.9898858375834452,1.009246268464841
0.9927272555102037,1.0139102564704447
0.994802793799674,1.0158541219371806
0.9977461187660088,1.017912408892306
0.9998836218077137,1.0195836275651486
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
1.0000618406701312,1.0206228052354944
