Strategy,aesthetic_benefit_el,economic_losses_el,aesthetic_benefit_br,economic_loss_br
S1,0.0,87895150.90343203,0.0,38338956.12564684
S2,0.0,87085957.08161856,428482.44425709936,30545144.761545476
S3,0.0,87085957.08161856,766942.4459958057,21180972.419998206
S4,428482.44425709936,68215037.1822821,0.0,38995114.20990161
S5,766942.4459958057,47302470.89894507,0.0,38995114.20990161
S6,428482.44425709936,68215037.1822821,428482.44425709936,30545144.761545476
S10,766942.4459958057,47302470.89894507,766942.4459958057,21180972.419998206
