name,length
East Avenue,35.449
,143.276
Main Street,82.005
Crimson Drive,345.952
Grafton Street,149.002
Grafton Street,380.8550000000001
Holman Street,147.893
Francis Avenue,564.53
Main Street,117.96
Main Street,186.541
Robin Road,220.53600000000003
Bluegrass Lane,124.92
Bluegrass Lane,176.852
Gold Street,161.44299999999998
Grafton Street,226.61399999999998
Grafton Street,552.9989999999999
Plainfield Avenue,11.013
Plainfield Avenue,313.575
Boston Turnpike,76.91300000000001
Oak Street,74.047
Rivelly Street,143.062
Oak Street,84.392
Arrowwood Drive,149.785
Arrowwood Drive,331.039
Elderberry Circle,128.836
Beverly Hill Drive,55.125
Beverly Hill Drive,607.1299999999999
Beverly Hill Drive,225.537
South Quinsigamond Avenue,150.07
Overlook Avenue,140.304
Lake Street,136.463
Boston Turnpike,298.96000000000004
Stone Avenue,186.62300000000002
Westmont Road,85.93299999999999
Westmont Circle,207.79799999999997
Westmont Road,125.65900000000002
,80.7
Grafton Street,25.023
Grafton Street,155.657
,43.623
Boston Turnpike,50.423
Joyce Circle,279.479
Wheeler Avenue,190.822
Oregon Avenue,55.032
Oregon Avenue,56.506
Myriah Road,57.102999999999994
Stoney Hill Road,652.5260000000001
Stoney Hill Road,639.064
Quail Hollow Drive,185.111
Oak Street,8.213
Grace Avenue,120.16799999999998
Oak Street,290.93100000000004
Eastern Point Drive,45.656
Eastern Point Drive,51.730000000000004
Eastern Point Drive,148.64999999999998
Highland Street,112.69
Overlook Avenue,140.304
Overlook Avenue,75.852
Morrill Avenue,67.469
Morrill Avenue,66.701
Melvin Avenue,154.94299999999998
Melvin Avenue,222.05300000000003
Weagle Farm Road,136.56300000000002
Stonybrook Lane,83.45400000000001
Stonybrook Lane,75.71900000000001
Oak Street,123.028
Oak Street,8.213
Robin Road,220.536
Lupine Circle,87.917
Prospect Street,65.306
Prospect Street,385.726
Beacon Street,78.96999999999998
Maple Avenue,32.045
Maple Avenue,292.266
South Street,34.262
Brentwood Drive,320.14200000000005
South Street,275.8399999999999
Lantern Lane,296.656
Zylonite Street,31.9
Anglin Lane,150.188
Clear View Road,187.894
Brookdale Circle,34.456
Brookdale Circle,25.89
Brookdale Circle,130.312
Maplehurst Street,102.00999999999999
Camelot Drive,247.19099999999997
Blackthorn Road,211.28
North Street,233.62099999999998
Dartmoor Drive,11.47
Dartmoor Drive,34.53
Keswick Street,30.557000000000002
"['Keswick Street', 'Golden Hill Avenue']",210.70399999999998
Upland Avenue,143.948
Wheelock Street,231.50500000000002
Boylston Circle,149.704
Boylston Circle,370.27599999999995
Sword Street,79.473
Main Street,31.231
,23.499
Colonial Drive,108.617
Colonial Drive,157.84500000000003
Bridle Path,317.3539999999999
Shady Lane Avenue,332.96399999999994
Crescent Street,96.11799999999998
Crescent Street,343.47800000000007
Orchard Road,242.368
Woodchuck Hill Road,205.492
Old Brook Road,288.03299999999996
Old Brook Road,55.537
Tavern Street,170.46899999999997
Lake Street,160.51
Lake Street,160.87599999999998
Heywood Street,336.013
Whippoorwill Drive,183.586
Whippoorwill Drive,140.125
Honeysuckle Lane,92.104
Bumble Bee Circle,140.09199999999998
Moulton Avenue,23.859
Harrington Avenue,24.561999999999998
Harrington Avenue,37.916
Brookdale Circle,24.911
Brookdale Circle,36.401
Brookdale Circle,28.081
Main Street,6.749
Main Street,18.037
Main Street,55.606
Eaton Place,251.692
Harvest Road,169.522
Thomas Farm Circle,417.6620000000001
Thomas Farm Circle,104.06299999999999
Niblick Road,54.28099999999999
Phillips Court,105.596
Spring Meadow Drive,52.385000000000005
,89.389
Maple Circle,122.726
Richard Avenue,60.609
Richard Avenue,124.904
Nelson Point Road,226.647
Nelson Point Road,255.18700000000004
Nelson Point Road,255.18700000000004
Jackson Street,87.282
Gulf Street,299.097
Gulf Street,751.2130000000002
Hartford Turnpike,18.602
Hartford Turnpike,205.45499999999998
,210.694
Shirley Road,69.273
,144.77599999999998
Monadnock Drive,359.06600000000003
Westview Avenue,224.98600000000002
Westview Avenue,331.77299999999997
,93.57800000000002
,89.208
,36.463
,399.8740000000001
Arrowwood Drive,109.1
Arrowwood Drive,93.34800000000001
Cottonwood Circle,98.78500000000001
Brook Street,635.2779999999999
Brook Street,207.53599999999997
Waterville Lane,164.957
Niblick Road,38.016
Dalphen Road,135.146
Worthington Avenue,190.741
Boston Turnpike,118.81
Oak Street,142.23
Oak Street,543.8009999999999
Gale Avenue,218.45199999999994
Groveland Street,61.155
Colonial Drive,410.527
Colonial Drive,269.575
Notch Brook Road,161.61199999999997
Kemble Drive,243.00799999999998
Reservoir Street,450.538
Reservoir Street,90.571
Saxon Lane,192.956
Saxon Lane,170.48999999999998
Partridge Hill Road,117.99800000000002
Cobblestone Way,64.446
Cobblestone Way,194.20499999999998
Coachman Ridge Road,413.277
Olde Colony Drive,162.322
Olde Colony Drive,410.4169999999999
Carter Road,413.19599999999986
Farview Avenue,77.111
Floral Street,22.81
Fruit Street,151.296
Floral Street,127.38
Kenilworth Road,104.951
Monroe Street,313.033
Westport Drive,295.357
Walnut Street,200.611
Walnut Street,104.015
Hillando Drive,416.94
Bittersweet Circle,134.354
Arrowwood Drive,65.856
Arrowwood Drive,115.24499999999999
North Quinsigamond Avenue,24.918
North Quinsigamond Avenue,19.577
Phillips Avenue,73.973
Thestland Drive,160.989
Thestland Drive,195.09499999999997
Deergrass Road,193.75000000000003
Alden Avenue,188.251
Acorn Street,86.809
Sterling Street,58.043
Sterling Street,175.315
"['Miles Avenue', 'Bagley Avenue']",169.73800000000003
Olympia Avenue,62.589
Olympia Avenue,100.02000000000001
Old Farm Circle,175.336
Oregon Avenue,56.506
Dewey Road,181.412
"['Parker Road', 'Oregon Avenue']",316.5400000000001
May Street,74.177
May Street,126.33100000000002
May Street,60.033
,54.6
Heritage Road,109.178
Heritage Road,74.442
Mayflower Circle,112.828
Willard Avenue,42.251
Harrington Avenue,75.92699999999999
Harrington Avenue,73.21
,153.045
,216.80500000000004
,186.39200000000002
,141.335
Eastern Point Drive,51.73
Eastern Point Drive,45.656000000000006
Eastern Point Drive,37.463
,185.79500000000002
Grafton Circle,39.128
Grafton Circle,505.363
Park Street Place,23.682
South Quinsigamond Avenue,295.081
South Quinsigamond Avenue,49.263999999999996
Stoneland Road,117.115
Rockwell Drive,202.89499999999998
Rockwell Drive,534.441
Mangs Drive,184.5070000000001
Main Street,139.834
Main Street,58.826
,42.949
Oakland Avenue,195.80700000000004
Oakland Avenue,182.07399999999998
,42.949000000000005
Cypress Avenue,175.79500000000002
Cypress Avenue,154.442
Redwood Lane,76.258
Kinglet Drive,58.961
Grace Avenue,266.46200000000005
Grace Avenue,112.30799999999999
Blackthorn Road,157.019
Blackthorn Road,354.12100000000004
Woodside Drive,231.034
Travis Road,164.696
School Street,129.811
Sheehan Drive,176.79399999999998
School Street,151.60399999999998
Commonwealth Avenue,129.06400000000002
Commonwealth Avenue,147.37099999999998
Broadway,71.769
"['Beacon Street', 'Broadway']",116.979
Verona Avenue,55.494
Rice Avenue,56.757000000000005
Rice Avenue,58.156000000000006
Medieval Road,136.568
Joseph Road,49.68
Joseph Road,64.057
Holden Street,352.8599999999999
Holden Street,164.571
Sewell Street,571.0360000000001
Liberty Tree Lane,160.764
Liberty Tree Lane,120.12
Valley Forge Drive,290.352
Sam Allen Circle,72.762
Prospect Street,150.78799999999998
Prospect Street,140.307
Lake Street,13.633
Boston Turnpike,404.639
Lake Street,163.655
Maplewood Road,136.88899999999998
Main Boulevard,43.351
Hemingway Street,114.007
Adams Road,195.307
Hemingway Street,135.152
Old Salem Circle,136.637
Boylston Street,115.23500000000001
Longfellow Road,122.329
Wadsworth Road,428.195
Longfellow Road,499.71299999999997
Everett Avenue,200.305
Harrington Avenue,54.563
Harrington Avenue,75.92699999999999
Carrie Circle,157.92300000000003
Atwood Lane,84.293
Bellridge Drive,227.571
Atwood Lane,219.52100000000002
Harriet Avenue,76.822
Harriet Avenue,559.0140000000001
Harriet Avenue,129.12900000000002
Greenbriar Drive,122.515
Greenbriar Drive,150.95299999999997
Ridge Road,502.12200000000007
Worthington Avenue,21.807
Worthington Avenue,190.741
Power Avenue,157.112
Main Street,58.826
Main Street,159.19
Main Street,26.857
Grafton Street,17.348
,84.94800000000001
Grafton Street,362.05099999999993
Sias Avenue,71.503
Sias Avenue,73.582
Gleason Road,135.31300000000002
Gleason Road,142.227
Spring Street,105.259
Spring Street,212.318
Fieldstone Drive,229.476
Cedar Road,135.503
Odonnell Avenue,427.66100000000006
Ptarmigan Drive,132.755
Ptarmigan Drive,69.542
Hawkridge Road,97.396
Stanley Road,134.82799999999997
Boston Turnpike,73.779
Cabot Drive,25.134
Cabot Drive,31.616
Cabot Drive,27.271
Cherry Street,17.844
Joyce Circle,279.479
Cherry Street,161.55799999999996
,39.803999999999995
Maple Avenue,141.01600000000002
Maple Avenue,58.55
Heritage Road,109.178
Water Street,79.233
Water Street,19.16
Kings Point Drive,239.91
Gates Road,314.141
Gates Road,314.14099999999996
Gates Road,197.82
Kemble Drive,243.008
Meadowsweet Road,233.84300000000002
,27.628000000000004
,64.228
,81.563
Spring Terrace,164.824
Spring Circle,82.524
Spring Circle,297.931
Verona Avenue,74.63100000000001
Clinton Street,101.419
Clinton Street,49.437
Dorianna Circle,18.493
Grace Avenue,85.982
Dorianna Avenue,171.559
Main Boulevard,21.796
Main Boulevard,79.23100000000001
Hunting Avenue,97.815
Harvest Road,169.522
Winslow Street,87.162
Main Boulevard,115.3
Main Boulevard,138.065
Empire Street,261.074
Saybrook Road,116.204
Boston Turnpike,313.716
Roberts Street,135.69299999999998
Wesleyan Terrace,158.768
Municipal Drive,371.2630000000001
"['Daniel Road', 'Elma Circle']",385.812
Meadowbrook Circle,163.09699999999998
Spring Street,259.521
Spring Street,496.47399999999993
Westbrook Crossing Drive,23.064
Westbrook Crossing Drive,104.803
Dalton Drive,28.521
Sias Avenue,73.582
Sias Avenue,72.833
Bailey Road,134.85399999999998
Bailey Road,127.9
Sheridan Drive,262.594
Lupine Circle,87.917
Ashwood Circle,162.05900000000003
Ashwood Circle,148.50300000000001
Hemlock Circle,75.285
Kalamat Farms Circle,377.704
Main Street,29.947
Gates Road,197.81999999999996
Main Street,108.541
Cooper Drive,91.169
Tatum Road,135.209
Maple Avenue,46.547
Boston Turnpike,58.992
Polito Drive,249.402
Hartford Turnpike,136.64
Hartford Turnpike,258.33299999999997
Grafton Circle,39.128
Grafton Street,77.214
Grafton Street,53.46
Boylston Circle,372.28200000000004
Boylston Circle,105.642
Stone Meadow Farm Drive,207.42099999999996
Mountain View Avenue,119.014
Heronwood Drive,172.253
E K Court,25.469
Salisbury Street,67.38499999999999
Old Brook Circle,140.615
David Road,127.97299999999998
Clinton Street,34.542
Clinton Street,73.731
Mayflower Circle,112.828
,285.018
Farmington Drive,77.292
Farmington Drive,161.845
South Quinsigamond Avenue,134.975
Lake Street,47.311
Lake Street,122.57499999999997
South Quinsigamond Avenue,74.36200000000001
South Quinsigamond Avenue,78.71000000000001
Pleasant Street,114.38900000000001
Angela Avenue,115.451
Maury Lane,130.33
Maury Lane,85.505
Gold Street,321.524
Gold Street,74.472
Farmington Drive,325.635
Harvey Place,83.396
Almondwood Circle,109.59100000000001
,277.55899999999997
North Quinsigamond Avenue,130.116
North Quinsigamond Avenue,425.515
View Street,163.593
Old Mill Road,179.466
Old Mill Road,140.85600000000002
Gold Street,74.472
Gold Street,161.44299999999998
Memorial Drive,161.013
Memorial Drive,548.8919999999999
Grafton Street,45.102999999999994
Grafton Street,143.92000000000002
Lake Street,62.706
,20.285
,291.32
Harrington Farms Way,159.088
Harrington Farms Way,87.122
Harrington Farms Way,60.788
Park Street,230.458
Pratt Lane,139.63
Karen Avenue,126.273
Karen Avenue,89.558
,36.445
,151.76299999999998
School Street,176.784
School Street,220.098
Browning Road,162.004
Browning Road,301.288
Wachusett Circle,109.854
Karen Avenue,89.558
North Street,208.646
North Street,252.42700000000002
Shirley Road,230.395
Shirley Road,69.273
Holden Street,107.467
Holden Street,200.78699999999995
Hemingway Street,312.716
Hemingway Street,488.937
Faulkner Road,220.084
Salisbury Street,6.837
Salisbury Street,65.45400000000001
Bellingham Way,67.552
Rawson Hill Drive,105.524
Forest Hill Drive,268.76099999999997
Rawson Hill Drive,587.513
Latura Street,537.705
Oak Street,129.732
Oak Street,84.392
Hazel Avenue,143.799
Bumble Bee Circle,82.7
Honeysuckle Lane,261.24
Bumble Bee Circle,371.03000000000003
Stonybrook Lane,190.194
Lamplighter Drive,335.054
Lamplighter Drive,99.24099999999999
Julio Drive,551.27
South Street,387.52
South Street,144.36599999999999
"['Everett Avenue', 'Greylock Avenue']",358.441
Greylock Avenue,129.56799999999998
Sadler Avenue,154.435
Grafton Street,17.348
,263.71700000000004
Grafton Street,515.996
Sand Street,75.447
Tralee Lane,336.481
Waterville Lane,357.56999999999994
Waterville Lane,164.957
Melvin Avenue,222.053
Muzzy Avenue,30.984
Muzzy Avenue,73.051
Karen Avenue,126.273
Birch Lane,183.24900000000002
Birch Lane,196.785
Tolblin Hill Drive,20.986
Toblin Hill Drive,171.214
Toblin Hill Drive,171.863
Lake View Avenue,316.7449999999999
Boston Turnpike,54.339000000000006
Old Laxfield Road,172.581
Wesleyan Street,87.261
Maple Avenue,200.572
Maple Avenue,115.38699999999999
Claremont Circle,129.099
Knowlton Avenue,94.75999999999999
Park Street,230.45799999999994
Park Street,68.564
Park Street Place,70.402
Greenleaf Farms Circle,350.30000000000007
Artemas Avenue,99.158
Main Boulevard,268.10900000000004
Artemas Avenue,80.09300000000002
Tip Pond Road,123.78299999999999
Hartford Turnpike,155.467
Hartford Turnpike,435.097
,103.57499999999999
Canna Drive,215.941
Cottage Avenue,41.171
Harold Lane,81.40499999999999
Lakeside Drive,149.34799999999998
Lakeside Drive,187.05700000000002
Charles Street,53.111999999999995
Main Boulevard,76.42
Main Boulevard,79.231
Boston Drive,166.928
Boston Turnpike,195.469
Dickinson Circle,39.927
,74.148
,74.14800000000001
,103.214
Brooklawn Parkway,313.1820000000001
Eaton Avenue,24.242
Hartford Turnpike,139.77
Hartford Turnpike,30.636
Walnut Street,477.0540000000001
Deerfield Road,177.32700000000003
Deerfield Road,563.1959999999998
Ashwood Circle,74.944
Rucliff Street,113.274
Oak Street,308.131
Oak Street,127.78
Harrington Avenue,73.21000000000001
Harrington Avenue,54.29600000000001
Caroline Avenue,119.22800000000001
Ladyslipper Drive,96.497
Floral Street,141.243
Floral Street,189.26500000000001
,54.6
North Quinsigamond Avenue,425.51500000000004
North Quinsigamond Avenue,128.05100000000002
Stoneland Road Way,84.51
Stoneland Road,117.115
Stoneland Road,231.45100000000002
Brooklawn Parkway,313.182
Holden Street,164.57099999999997
Holden Street,188.97699999999998
Faulkner Road,117.088
Baldwin Circle,202.62699999999998
Faulkner Road,185.583
Lawrence Street,113.505
Harrington Avenue,37.916
Harrington Avenue,89.271
Richard Avenue,107.483
Cardinal Circle,88.64800000000001
Lebeaux Drive,23.628
Sunrise View Avenue,75.415
Lebeaux Drive,118.826
Lenox Drive,24.501
Westbrook Crossing Drive,74.707
Westbrook Crossing Drive,144.366
Liberty Tree Lane,120.12
Colonial Drive,159.765
Colonial Drive,307.197
Oak Ridge Way,78.743
Knollwood Drive,357.43899999999996
Oak Ridge Way,260.731
Grove Ridge Path,26.019000000000002
Grove Ridge Path,60.02199999999999
Althea Path,70.346
Spruce Street,61.393
Spruce Street,209.20100000000002
Meadow Lane,310.01
Gale Avenue,218.45199999999994
Maple Avenue,71.768
Maple Avenue,26.72
South Quinsigamond Avenue,191.95499999999998
South Quinsigamond Avenue,141.826
South Brook Street,97.703
Oak Street,52.216
Heath Road,281.7
Oak Street,290.93100000000004
Polito Drive,249.402
Shirley Lane,214.27599999999995
Shirley Road,150.668
Shirley Road,230.39499999999998
Camelot Drive,116.755
Camelot Drive,116.231
King Arthur Road,239.441
Grace Avenue,85.982
Kenda Circle,55.745000000000005
Kenda Road,233.288
Grace Avenue,136.73899999999998
Hazel Avenue,18.438
Hazel Avenue,143.799
Clinton Street,73.731
Tralee Lane,336.48100000000005
Tralee Lane,203.38
Waterville Lane,99.716
Walnut Street,104.833
Walnut Street,384.832
Tolblin Hill Drive,145.73
Brookdale Circle,36.401
Brookdale Circle,130.312
Brookdale Circle,202.034
Cook Street,149.18
Oak Street,66.575
Oak Street,47.811
Kenda Road,187.0
Boston Turnpike,42.081
Elm Street,54.642999999999994
Sturbridge Circle,107.57099999999998
South Quinsigamond Avenue,104.041
South Quinsigamond Avenue,90.49199999999999
Vinnie Way,284.5180000000001
Wachusett Circle,120.179
Hearthside Circle,167.475
Wachusett Circle,114.489
Spring Street,188.522
Spring Street,28.358
Dean Drive,67.53
Pine Avenue,166.835
Dewey Road,70.684
Dewey Road,241.554
Holman Street,105.2
Prospect Street,235.455
Prospect Street,443.87499999999994
Audubon Drive,364.61899999999997
Audubon Drive,161.941
Oriole Circle,65.789
Rosedale Avenue,74.94
Maple Avenue,145.166
Maple Avenue,74.625
Cortland Grove Drive,135.98
Purinton Street,156.195
Purinton Street,162.654
Benton Street,83.832
Newton Street,99.65700000000001
,401.773
Chestnut Street,280.70600000000013
Chestnut Street,533.624
Pal Drive,163.427
Phillips Court,105.596
Phillips Avenue,129.227
Phillips Avenue,73.973
,285.01800000000003
Mallard Circle,153.87099999999998
Odonnell Avenue,124.30199999999999
Odonnell Avenue,67.448
Concord Road,292.7059999999999
Bunker Hill Road,276.846
Bunker Hill Road,87.40800000000002
Estabrook Road,67.735
Edgewood Road,124.421
Edgewood Road,101.7
Walnut Street,557.787
Walnut Street,41.365
Boston Hill Circle,193.623
,223.90200000000002
Aspen Road,192.74400000000003
Fifth Avenue Right of Way,155.41299999999998
Fifth Avenue Right of Way,67.17099999999999
Fifth Avenue,88.938
,84.94800000000001
Candlewood Way,290.85999999999996
Grafton Street,22.01
Grafton Street,233.32699999999997
Grafton Street,217.82799999999997
Worthington Avenue,66.924
Worthington Avenue,75.393
Jackson Street,87.282
Fieldstone Drive,229.476
Rice Avenue,53.378
Pond Avenue,105.128
"['Eaton Avenue', 'Pond Avenue']",215.01100000000002
Longfellow Road,163.02
Longfellow Road,122.329
Browning Road,108.42
Saturn Drive,38.571
Saturn Drive,171.09699999999998
Mercury Drive,100.03500000000001
Gulf Street,444.013
Boylston Circle,370.27599999999995
Boylston Circle,372.282
Oval Drive,183.861
Farview Avenue,69.729
Farview Avenue,77.111
"['Keswick Street', 'Golden Hill Avenue']",210.70400000000004
Flagg Road,44.023
Heath Road,281.7
South Quinsigamond Avenue,74.57300000000001
South Quinsigamond Avenue,74.98400000000001
May Street,60.033
Niblick Road,38.016
Niblick Road,54.28099999999999
Woodside Drive,231.034
Tern Drive,83.536
,46.279999999999994
Grafton Street,155.657
,37.915
North Quinsigamond Avenue,19.577
North Quinsigamond Avenue,166.218
Rustic Avenue,41.804
Boston Turnpike,456.488
Hartford Turnpike,26.07
Forest Avenue,154.594
Hartford Turnpike,214.56
Holman Street,129.10399999999998
Holman Street,220.18400000000003
Holman Heights Circle,139.22600000000003
Edgewater Avenue,323.505
Boston Turnpike,152.74300000000002
Rawson Hill Drive,105.524
Tanglewood Drive,223.064
Rawson Hill Drive,115.562
Holly Lane,211.83699999999996
Monroe Street,97.879
Memorial Drive,83.176
Clews Street,234.722
Clews Street,176.73999999999998
,2997.7909999999993
Memorial Drive,882.3629999999999
Memorial Drive,53.736
Old Mill Road,143.838
Old Mill Road,71.395
Pond View Drive,107.76599999999999
Country Way,79.419
Country Way,172.93599999999998
Partridge Hill Road,235.39399999999998
Worthington Avenue,87.626
Myriah Road,284.127
Worthington Avenue,17.948
Spring Street,18.248
Spring Street,169.503
School Street,176.78400000000002
South Street,34.262
,50.186
South Street,265.87500000000006
Floral Street,49.233
Arbor Drive,763.0279999999999
Floral Street,192.60799999999998
Colton Lane,32.87
South Quinsigamond Avenue,323.7540000000001
North Quinsigamond Avenue,13.402000000000001
Boston Turnpike,54.473
Oakland Avenue,10.562
Washington Street,42.883
South Quinsigamond Avenue,134.97499999999997
South Quinsigamond Avenue,54.159
South Quinsigamond Avenue,150.07000000000002
Hillside Lane,93.9
Hillside Drive,116.489
Hillside Drive,585.11
Wood Street,71.75
Harrington Avenue,54.29600000000001
Harrington Avenue,19.798000000000002
Ladyslipper Drive,96.497
Ladyslipper Drive,415.996
Bumble Bee Circle,275.59000000000003
Bumble Bee Circle,233.80800000000005
Stonybrook Lane,190.194
Stonybrook Lane,75.71900000000001
Horseneck Road,161.935
,578.924
,434.26700000000005
North Quinsigamond Avenue,122.75299999999999
North Quinsigamond Avenue,88.89500000000001
Cottage Avenue,52.579
"['Miles Avenue', 'Bagley Avenue']",169.738
Venus Drive,230.86700000000002
Mercury Drive,108.712
Mercury Drive,98.552
South Quinsigamond Avenue,127.54399999999998
South Quinsigamond Avenue,191.95499999999998
Old Faith Road,529.985
Irving Drive,79.17599999999999
Irving Drive,73.297
Robertson Drive,256.6909999999999
,70.109
,228.60699999999994
Oakland Avenue,10.562
Oakland Avenue,182.07400000000004
Main Street,55.966
Oak Street Terrace,206.50799999999998
Jane Street,208.784
Heywood Street,131.81300000000002
Thomas Farm Circle,347.82099999999997
Cherry Street,133.221
Cherry Street,46.321999999999996
Camelot Drive,172.339
Knights Road,135.126
Camelot Drive,97.80400000000002
Fruit Street,151.296
Fruit Street,324.13100000000003
Arbor Drive,763.0279999999998
Howard Street,61.062
Willard Avenue,178.901
Willard Avenue,116.332
Monroe Street,142.58800000000002
Maple Avenue,109.869
Maple Avenue,73.296
Rawson Hill Drive,115.562
Barnard Street,46.68000000000001
Barnard Street,166.634
Main Street,77.231
Main Street,26.487000000000002
Estabrook Road,83.687
Estabrook Road,86.175
Laurel Avenue,148.706
Clinton Street,12.334
Clinton Street,160.39099999999996
Hobblebush Road,104.382
Higgins Street,57.336
Higgins Street,65.851
Kirk Street,40.406
Hyde Farms Road,96.797
Memorial Drive,369.45
Memorial Drive,882.363
Cherry Street,130.406
Bowdoin Street,107.986
Keyes House Road,174.27599999999998
Reservoir Street,450.53800000000007
Holman Street,105.2
Holman Street,348.41700000000003
Tip Pond Road,123.78300000000002
Hill Street,656.947
Hill Street,361.95699999999994
Mercury Drive,296.514
Old Cart Road,183.107
Myriah Road,57.102999999999994
Myriah Road,284.12699999999995
Hartford Turnpike,18.258000000000003
Hartford Turnpike,236.395
Edgemere Boulevard,219.14199999999997
Rolfe Avenue,62.092
Rolfe Avenue,75.57600000000001
Gordon Road,98.55799999999999
Grafton Street,99.988
Grafton Street,124.45500000000001
Municipal Drive,371.263
Old Laxfield Road,172.58100000000002
Old Laxfield Road,212.693
Old Laxfield Road,289.803
Cutler Street,71.876
Phillips Avenue,185.546
Phillips Avenue,129.22699999999998
,56.333
,137.867
,105.206
Cabot Drive,31.616
,12.08
Commons Drive,79.489
,78.596
Hartford Turnpike,53.823
Hartford Turnpike,18.257
"['Blackstone Street', 'Olive Avenue']",255.76
Marsh Drive,92.41799999999999
Wadsworth Road,428.19500000000005
Browning Road,301.288
Browning Road,111.765
Fairfax Street,199.71400000000003
,223.90200000000002
Memorial Drive,548.892
Memorial Drive,369.45
Job Cushing Road,174.939
Summer Street,246.45299999999997
Main Street,111.856
Main Street,108.541
Judick Street,112.755
Oak Street,127.78
Oak Street,370.804
Estabrook Road,84.544
Grafton Street,95.48400000000001
Grafton Street,99.30100000000002
Grove Street,31.763
Grafton Street,20.438
Grafton Street,515.996
Westwood Road,285.683
Westwood Road,83.03800000000001
Surrey Lane,174.26
Longfellow Road,182.901
Wachusett Avenue,78.332
Wachusett Avenue,113.608
Main Street,139.834
Oakland Avenue,195.80700000000002
Main Street,135.901
Main Street,159.19
Main Boulevard,81.178
Cook Street,149.18
Main Boulevard,164.669
Yorkshire Terrace,295.628
Boylston Street,110.801
Hillcrest Avenue,38.171
Brookside Place,92.67799999999998
South Quinsigamond Avenue,28.403
South Quinsigamond Avenue,96.00300000000001
Vinnie Way,284.518
Barnard Street,46.67999999999999
Old Faith Road,529.9850000000001
Turning Leaf Circle,112.249
Grafton Street,117.0
Grafton Street,67.963
,424.67100000000005
,536.4870000000001
Straw Hollow Lane,214.758
Bailey Road,134.85399999999998
Boston Turnpike,72.393
Brookdale Circle,28.081
Old Laxfield Road,24.658
Old Laxfield Road,212.693
Colonial Drive,108.61699999999999
Hylair Drive,108.71000000000001
Roman Drive,412.36899999999997
Roman Drive,116.81400000000001
Crescent Place,114.0
Butter Cup Lane,91.934
Bumble Bee Circle,233.80800000000002
Bumble Bee Circle,207.06
Old Barn Road,35.031
Old Cart Road,183.107
Old Barn Road,76.342
Elm Street,12.822
Boston Turnpike,42.217
South Quinsigamond Avenue,90.492
South Quinsigamond Avenue,320.55199999999996
Oak Street,88.178
Woodchuck Hill Road,205.492
Stonybrook Lane,397.76000000000005
Stonybrook Lane,83.45400000000001
Stone Meadow Farm Drive,207.42100000000002
Stone Meadow Farm Drive,169.617
Villa Road,100.60800000000002
South Quinsigamond Avenue,93.11699999999999
South Quinsigamond Avenue,43.653
South Quinsigamond Avenue,73.11399999999999
South Quinsigamond Avenue,277.31600000000003
Sheryl Drive,106.47399999999999
Olympia Avenue,23.572
Olympia Avenue,55.394
Wheeler Avenue,190.822
Cox Lane,87.434
Adams Road,171.10000000000002
Adams Road,183.001
Jane Street,208.784
Linwood Drive,155.86200000000002
Grafton Street,60.531
Grafton Street,144.89800000000002
Hillcrest Avenue,215.398
Spring Street,107.288
Spring Street,106.97099999999999
Greenleaf Farms Circle,350.3
South Quinsigamond Avenue,74.98400000000001
South Quinsigamond Avenue,111.79899999999999
Water Street,79.233
Florence Street,62.431
"['Manor Road', 'Millwood Drive']",596.416
Manor Road,75.291
Millwood Drive,79.127
Manor Road,79.74799999999999
Gulf Street,307.72200000000004
Gulf Street,112.803
Parmenter Hill Road,276.06399999999996
Westbrook Crossing Drive,12.103
Westbrook Crossing Drive,75.082
Oxford Drive,32.472
Elderberry Circle,128.83599999999998
Moulton Avenue,23.859
"['Howard Street', 'Selina Street']",184.648
Moulton Avenue,117.155
Wolcott Road,100.541
Crescent Street,64.085
Crescent Street,70.83
Jenney Street,216.42200000000003
Janet Circle,424.33200000000005
Janet Circle,115.833
Roger Street,76.243
Vista Drive,39.97
Shearson Drive,175.031
South Street,14.599
South Street,50.260000000000005
Boston Turnpike,420.60800000000006
Churchill Road,109.413
Surrey Lane,174.26
Surrey Lane,248.06099999999998
Shearson Drive,175.031
Thomas Farm Circle,104.06299999999999
Thomas Farm Circle,347.82099999999997
Wolcott Road,100.54099999999998
Maple Avenue,157.30100000000002
Maple Avenue,289.24
Purinton Street,156.195
Grafton Street,93.012
Grafton Street,128.531
Hyde Farms Road,96.797
Edgemere Boulevard,117.199
Edgemere Boulevard,219.14199999999997
Bay View Drive,339.147
Old Brook Road,55.537000000000006
Old Brook Road,407.697
Francis Avenue,245.474
North Quinsigamond Avenue,11.103
Main Street,83.201
Holden Street,200.78700000000003
,214.50399999999993
Eagle Drive,92.833
Lear Street,129.012
North Quinsigamond Avenue,293.247
North Quinsigamond Avenue,268.128
Olde Colony Drive,162.32199999999997
Keyes House Road,529.2309999999999
Keyes House Road,328.57999999999987
Victoria Circle,114.03999999999999
Main Street,301.59900000000005
Main Street,372.98699999999997
Spruce Street,114.129
Edgewood Road,139.80200000000002
Lake Street,85.25399999999999
Lake Street,160.51
Commons Drive,68.98599999999999
Commons Drive,79.489
,141.809
Lenox Drive,24.501
Toblin Hill Drive,171.863
Toblin Hill Drive,107.933
Nursery Drive,278.55400000000003
Boston Hill Circle,193.623
Oak Street,64.437
Oak Street,66.575
Maury Lane,85.505
Argila Lane,66.518
First Avenue,188.07099999999997
Dartmoor Drive,154.059
Dartmoor Drive,11.47
