gid,phasedesig,servicetyp,subtype,geometry
17305,,UG,Secondary,"LINESTRING (589346.9488861312 2929158.442315537, 589293.5727090028 2929052.6657500514)"
17306,,UG,Secondary,"LINESTRING (589346.9488861312 2929158.442315537, 589276.2215260005 2929179.5480800485)"
17307,,UG,Secondary,"LINESTRING (589492.975112522 2929260.498197453, 589370.650364002 2929321.097150052)"
17308,,UG,Secondary,"LINESTRING (589492.975112522 2929260.498197453, 589455.8403800015 2929334.762700057)"
17309,,UG,Secondary,"LINESTRING (589487.410843946 2929208.7409943826, 589492.975112522 2929260.498197453)"
17310,,UG,Secondary,"LINESTRING (589487.410843946 2929208.7409943826, 589542.2899890033 2929124.7979200543)"
17311,,UG,Secondary,"LINESTRING (589487.410843946 2929208.7409943826, 589489.2562170014 2929055.7425000537)"
17312,,UG,Secondary,"LINESTRING (589649.035865888 2929291.7591912653, 589623.443027 2929366.2630700576)"
17313,,UG,Secondary,"LINESTRING (589649.035865888 2929291.7591912653, 589530.1891120004 2929359.271670053)"
17314,,UG,Secondary,"LINESTRING (589635.6607226469 2929247.8599835467, 589649.035865888 2929291.7591912653)"
17315,,UG,Secondary,"LINESTRING (589635.6607226469 2929247.8599835467, 589681.5667850005 2929155.4361700523)"
17316,,UG,Secondary,"LINESTRING (589635.6607226469 2929247.8599835467, 589612.2545390001 2929142.554160053)"
17317,,UG,Secondary,"LINESTRING (589806.4833825736 2929292.2639956293, 589797.8968460009 2929376.939800051)"
17318,,UG,Secondary,"LINESTRING (589806.4833825736 2929292.2639956293, 589711.1106640019 2929371.4949000464)"
17319,,UG,Secondary,"LINESTRING (589795.3134334255 2929247.228072852, 589806.4833825736 2929292.2639956293)"
17320,,UG,Secondary,"LINESTRING (589795.3134334255 2929247.228072852, 589830.666415003 2929150.975200052)"
17321,,UG,Secondary,"LINESTRING (589795.3134334255 2929247.228072852, 589751.602756 2929156.7564200503)"
17322,,UG,Secondary,"LINESTRING (589934.4216440769 2929189.8305400913, 589975.2965640033 2929143.8293000534)"
17323,,UG,Secondary,"LINESTRING (589912.4765534196 2929296.1453949157, 589934.4216440769 2929189.8305400913)"
17324,,UG,Secondary,"LINESTRING (589898.9024758928 2929382.7223434476, 589951.5004490002 2929421.3908500476)"
17325,,UG,Secondary,"LINESTRING (589912.4765534196 2929296.1453949157, 589898.9024758928 2929382.7223434476)"
17326,,UG,Secondary,"LINESTRING (589912.4765534196 2929296.1453949157, 589965.8343850004 2929254.286500054)"
17327,,UG,Secondary,"LINESTRING (589912.4765534196 2929296.1453949157, 589964.645561 2929342.3876800532)"
17328,,UG,Secondary,"LINESTRING (589421.6026530515 2929778.037362576, 589392.1794100002 2929873.695280054)"
17329,,UG,Secondary,"LINESTRING (589421.6026530515 2929778.037362576, 589322.9474690034 2929814.8550600465)"
17330,,UG,Secondary,"LINESTRING (589358.1395620536 2929732.4834471885, 589421.6026530515 2929778.037362576)"
17331,,UG,Secondary,"LINESTRING (589383.8604863338 2929683.4318106477, 589347.0527940021 2929569.4257900463)"
17332,,UG,Secondary,"LINESTRING (589358.1395620536 2929732.4834471885, 589383.8604863338 2929683.4318106477)"
17333,,UG,Secondary,"LINESTRING (589358.1395620536 2929732.4834471885, 589301.5171450016 2929645.767570052)"
17334,,UG,Secondary,"LINESTRING (589358.1395620536 2929732.4834471885, 589282.2539000004 2929731.175700056, 589281.3367979042 2929731.626128624)"
17335,,UG,Secondary,"LINESTRING (589468.1187672205 2929676.9050429706, 589423.9277960012 2929559.166590047)"
17336,,UG,Secondary,"LINESTRING (589468.1187672205 2929676.9050429706, 589495.0328510032 2929597.972620048)"
17337,,UG,Secondary,"LINESTRING (589516.0681332741 2929725.1830200963, 589468.1187672205 2929676.9050429706)"
17338,,UG,Secondary,"LINESTRING (589516.0681332741 2929725.1830200963, 589476.7904690033 2929838.964990054)"
17339,,UG,Secondary,"LINESTRING (589516.0681332741 2929725.1830200963, 589549.8914970018 2929808.1826200583)"
17340,,UG,Secondary,"LINESTRING (589624.7411721088 2929663.805905966, 589562.7329060012 2929579.882960049)"
17341,,UG,Secondary,"LINESTRING (589624.7411721088 2929663.805905966, 589638.9556440014 2929578.242050048)"
17342,,UG,Secondary,"LINESTRING (589622.5990593247 2929709.652885476, 589624.7411721088 2929663.805905966)"
17343,,UG,Secondary,"LINESTRING (589622.5990593247 2929709.652885476, 589693.7304880006 2929783.688580053)"
17344,,UG,Secondary,"LINESTRING (589622.5990593247 2929709.652885476, 589622.0941080027 2929792.6170000536)"
17345,,UG,Secondary,"LINESTRING (589793.0798889976 2929655.9553448576, 589714.8391600035 2929576.444180042)"
17346,,UG,Secondary,"LINESTRING (589793.0798889976 2929655.9553448576, 589796.5611080021 2929575.0873600584)"
17347,,UG,Secondary,"LINESTRING (589779.5610674601 2929692.8589294665, 589793.0798889976 2929655.9553448576)"
17348,,UG,Secondary,"LINESTRING (589779.5610674601 2929692.8589294665, 589762.7269350017 2929779.9095800472)"
17349,,UG,Secondary,"LINESTRING (589779.5610674601 2929692.8589294665, 589835.1191920022 2929796.738710052)"
17350,,UG,Secondary,"LINESTRING (589908.4166532488 2929592.4064812865, 589953.8042600014 2929556.150070051)"
17351,,UG,Secondary,"LINESTRING (589916.264435783 2929680.607296221, 589908.4166532488 2929592.4064812865)"
17352,,UG,Secondary,"LINESTRING (589933.0412058658 2929773.9247723147, 589995.183328002 2929801.541370055)"
17353,,UG,Secondary,"LINESTRING (589916.264435783 2929680.607296221, 589933.0412058658 2929773.9247723147)"
17354,,UG,Secondary,"LINESTRING (589916.264435783 2929680.607296221, 589969.5048950004 2929639.254610053)"
17355,,UG,Secondary,"LINESTRING (589916.264435783 2929680.607296221, 589982.031036003 2929720.1318000495)"
17356,,UG,Secondary,"LINESTRING (589964.4476542083 2929911.3873296175, 590007.6396720009 2929880.2895400487)"
17357,,UG,Secondary,"LINESTRING (589970.6889169624 2929999.0067132986, 589964.4476542083 2929911.3873296175)"
17358,,UG,Secondary,"LINESTRING (589985.0181556076 2930088.2202757983, 590045.0101390028 2930114.6930400534)"
17359,,UG,Secondary,"LINESTRING (589970.6889169624 2929999.0067132986, 589985.0181556076 2930088.2202757983)"
17360,,UG,Secondary,"LINESTRING (589970.6889169624 2929999.0067132986, 590020.5258360034 2929958.4509000485)"
17361,,UG,Secondary,"LINESTRING (589970.6889169624 2929999.0067132986, 590032.3261880011 2930035.5220500547)"
17362,,UG,Secondary,"LINESTRING (589987.7381709081 2930236.41052341, 590062.7941590027 2930210.3948800554)"
17363,,UG,Secondary,"LINESTRING (589987.7381709081 2930236.41052341, 590022.423308 2930331.719890054)"
17364,,UG,Secondary,"LINESTRING (588916.2868367168 2930068.997124331, 589012.6086700014 2929991.5096300524)"
17365,,UG,Secondary,"LINESTRING (588888.2723473888 2930071.9533069823, 588916.2868367168 2930068.997124331)"
17366,,UG,Secondary,"LINESTRING (588888.2723473888 2930071.9533069823, 588917.7857030018 2930011.069530051)"
17367,,UG,Secondary,"LINESTRING (588888.2723473888 2930071.9533069823, 588758.9199790001 2930022.5558000496)"
17368,,UG,Secondary,"LINESTRING (589111.839713695 2929962.6231856686, 589225.0916060018 2929955.4336300488)"
17369,,UG,Secondary,"LINESTRING (589061.665927982 2929896.631543113, 589111.839713695 2929962.6231856686)"
17370,,UG,Secondary,"LINESTRING (589061.665927982 2929896.631543113, 589125.0596450026 2929840.1802400546)"
17371,,UG,Secondary,"LINESTRING (589061.665927982 2929896.631543113, 589167.6949360012 2929901.715790058)"
17372,,UG,Secondary,"LINESTRING (588699.7664223332 2929830.7790144123, 588713.5112130016 2929879.8878600476)"
17373,,UG,Secondary,"LINESTRING (588699.7664223332 2929830.7790144123, 588592.2388420025 2929885.6040600464)"
17374,,UG,Secondary,"LINESTRING (588619.465505589 2929819.7023479966, 588557.5568280023 2929810.9120700564)"
17375,,UG,Secondary,"LINESTRING (588699.7664223332 2929830.7790144123, 588619.465505589 2929819.7023479966)"
17376,,UG,Secondary,"LINESTRING (588714.2126219664 2929726.8334221467, 588699.7664223332 2929830.7790144123)"
17377,,UG,Secondary,"LINESTRING (588656.9922253429 2929738.61985245, 588582.6482380023 2929699.739570056)"
17378,,UG,Secondary,"LINESTRING (588714.2126219664 2929726.8334221467, 588656.9922253429 2929738.61985245)"
17379,,UG,Secondary,"LINESTRING (588714.2126219664 2929726.8334221467, 588725.5723460033 2929640.8305800497)"
17380,,UG,Secondary,"LINESTRING (588714.2126219664 2929726.8334221467, 588639.799555003 2929639.64857006)"
17381,,UG,Secondary,"LINESTRING (588871.4489250313 2929757.521979211, 588819.9521900011 2929845.7295000497)"
17382,,UG,Secondary,"LINESTRING (588871.4489250313 2929757.521979211, 588916.5303250004 2929829.4036300466)"
17383,,UG,Secondary,"LINESTRING (588862.0053424481 2929718.3286476117, 588871.4489250313 2929757.521979211)"
17384,,UG,Secondary,"LINESTRING (588862.0053424481 2929718.3286476117, 588883.5734960017 2929639.398390054)"
17385,,UG,Secondary,"LINESTRING (588862.0053424481 2929718.3286476117, 588805.6946730007 2929648.5800700467)"
17386,,UG,Secondary,"LINESTRING (589014.1318041028 2929759.871919888, 589098.2238700031 2929770.641420052)"
17387,,UG,Secondary,"LINESTRING (589000.7640610504 2929671.3201929983, 589014.1318041028 2929759.871919888)"
17388,,UG,Secondary,"LINESTRING (589000.7640610504 2929671.3201929983, 589060.6499720016 2929611.2299200487)"
17389,,UG,Secondary,"LINESTRING (589000.7640610504 2929671.3201929983, 589082.5792520011 2929694.5074500507)"
17390,,UG,Secondary,"LINESTRING (589004.2951958218 2929494.2312596836, 589069.8189550033 2929525.3095600535)"
17391,,UG,Secondary,"LINESTRING (589000.383625548 2929401.227609967, 589004.2951958218 2929494.2312596836)"
17392,,UG,Secondary,"LINESTRING (589000.383625548 2929401.227609967, 589083.4437250007 2929364.368200048)"
17393,,UG,Secondary,"LINESTRING (589000.383625548 2929401.227609967, 589076.5672970008 2929444.3702000575)"
17394,,UG,Secondary,"LINESTRING (588593.5489762016 2929212.9339077007, 588636.0098800005 2929156.623960048)"
17395,,UG,Secondary,"LINESTRING (588593.5489762016 2929212.9339077007, 588535.8440790015 2929155.199950058)"
17396,,UG,Secondary,"LINESTRING (588710.1765679996 2929335.9632029682, 588742.4694970028 2929426.021340055)"
17397,,UG,Secondary,"LINESTRING (588710.1765679996 2929335.9632029682, 588652.1437490013 2929399.5839300547)"
17398,,UG,Secondary,"LINESTRING (588716.0804398209 2929292.7702483777, 588710.1765679996 2929335.9632029682)"
17399,,UG,Secondary,"LINESTRING (588716.0804398209 2929292.7702483777, 588701.7658760002 2929208.9055000497)"
17400,,UG,Secondary,"LINESTRING (588716.0804398209 2929292.7702483777, 588772.0316970006 2929218.8985300516)"
17401,,UG,Secondary,"LINESTRING (588868.196570864 2929355.0023005065, 588895.3584690015 2929450.246970052)"
17402,,UG,Secondary,"LINESTRING (588868.196570864 2929355.0023005065, 588821.8625990009 2929434.448500053)"
17403,,UG,Secondary,"LINESTRING (588877.614030119 2929315.1770582125, 588868.196570864 2929355.0023005065)"
17404,,UG,Secondary,"LINESTRING (588877.614030119 2929315.1770582125, 588911.4607240007 2929235.8836300485)"
17405,,UG,Secondary,"LINESTRING (588877.614030119 2929315.1770582125, 588840.9624820014 2929229.155120046)"
17406,,UG,Secondary,"LINESTRING (589012.8958188903 2929244.1275899373, 589090.1574700008 2929284.0898100506)"
17407,,UG,Secondary,"LINESTRING (589020.4617321886 2929159.3549200282, 589012.8958188903 2929244.1275899373)"
17408,,UG,Secondary,"LINESTRING (589025.2300343061 2929067.393925717, 589109.4824100013 2929046.034870059)"
17411,,UG,Secondary,"LINESTRING (589020.4617321886 2929159.3549200282, 589097.3276550026 2929204.119900051)"
17412,,UG,Secondary,"LINESTRING (588641.823181458 2928863.8041728623, 588623.2723540012 2928969.3655800503)"
17413,,UG,Secondary,"LINESTRING (588590.7276569251 2928828.4050982054, 588641.823181458 2928863.8041728623)"
17414,,UG,Secondary,"LINESTRING (588590.7276569251 2928828.4050982054, 588489.1233170006 2928830.3937200503)"
17415,,UG,Secondary,"LINESTRING (588590.7276569251 2928828.4050982054, 588547.3340060016 2928934.4157700534)"
17416,,UG,Secondary,"LINESTRING (588608.214543412 2928756.041751312, 588590.7276569251 2928828.4050982054)"
17417,,UG,Secondary,"LINESTRING (588677.695840427 2928748.1931932997, 588689.914638003 2928676.792580052)"
17418,,UG,Secondary,"LINESTRING (588608.214543412 2928756.041751312, 588677.695840427 2928748.1931932997)"
17419,,UG,Secondary,"LINESTRING (588608.214543412 2928756.041751312, 588601.6844980003 2928672.606360046)"
17420,,UG,Secondary,"LINESTRING (588608.214543412 2928756.041751312, 588509.3175870003 2928730.4722300596)"
17421,,UG,Secondary,"LINESTRING (588770.5214525443 2928850.209734319, 588708.8751810011 2928934.1757500554)"
17422,,UG,Secondary,"LINESTRING (588770.5214525443 2928850.209734319, 588783.0590910016 2928964.4433100517)"
17423,,UG,Secondary,"LINESTRING (588782.4467511568 2928808.087310789, 588770.5214525443 2928850.209734319)"
17424,,UG,Secondary,"LINESTRING (588782.4467511568 2928808.087310789, 588863.2843160012 2928737.988970048)"
17425,,UG,Secondary,"LINESTRING (588782.4467511568 2928808.087310789, 588775.7166670021 2928713.3560000528)"
17426,,UG,Secondary,"LINESTRING (588914.0952557754 2928916.3670670018, 588864.0410190002 2928995.0983900507)"
17428,,UG,Secondary,"LINESTRING (588930.1872249879 2928879.5155220963, 588914.0952557754 2928916.3670670018)"
17429,,UG,Secondary,"LINESTRING (588930.1872249879 2928879.5155220963, 588940.0197760006 2928763.9456900535)"
17430,,UG,Secondary,"LINESTRING (588930.1872249879 2928879.5155220963, 589018.1101030004 2928775.3074500514)"
17431,,UG,Secondary,"LINESTRING (589115.1011926308 2928770.4774730504, 589195.7928620002 2928825.538820048)"
17432,,UG,Secondary,"LINESTRING (589115.1011926308 2928770.4774730504, 589238.6553590018 2928755.0939700524)"
17433,,UG,Secondary,"LINESTRING (589049.686809779 2928907.5363043114, 589115.1011926308 2928770.4774730504)"
17434,,UG,Secondary,"LINESTRING (589049.686809779 2928907.5363043114, 589154.9837230031 2928893.0960800494)"
17435,,UG,Secondary,"LINESTRING (589049.686809779 2928907.5363043114, 589116.141833002 2928966.5366900545)"
17436,,UG,Secondary,"LINESTRING (587752.6782765519 2929090.789287409, 587751.568548001 2928979.988690054)"
17437,,UG,Secondary,"LINESTRING (587752.6782765519 2929090.789287409, 587681.7354500032 2929014.5063000503)"
17438,,UG,Secondary,"LINESTRING (587734.8772488483 2929104.55401812, 587752.6782765519 2929090.789287409)"
17439,,UG,Secondary,"LINESTRING (587688.3626463562 2929148.42697707, 587734.8772488483 2929104.55401812)"
17440,,UG,Secondary,"LINESTRING (587753.2779971882 2929170.36332047, 587798.0901410016 2929249.1131800516)"
17441,,UG,Secondary,"LINESTRING (587688.3626463562 2929148.42697707, 587753.2779971882 2929170.36332047)"
17442,,UG,Secondary,"LINESTRING (587688.3626463562 2929148.42697707, 587629.079519002 2929133.788430049)"
17443,,UG,Secondary,"LINESTRING (587688.3626463562 2929148.42697707, 587671.541172001 2929229.913830047)"
17444,,UG,Secondary,"LINESTRING (587890.8184278402 2929088.8043444008, 587967.1027990011 2929012.8479400426)"
17445,,UG,Secondary,"LINESTRING (587890.8184278402 2929088.8043444008, 587840.8844400031 2928968.35176005)"
17446,,UG,Secondary,"LINESTRING (587897.2317045312 2929134.911522433, 587890.8184278402 2929088.8043444008)"
17447,,UG,Secondary,"LINESTRING (587897.2317045312 2929134.911522433, 587957.5196620008 2929185.7494500424)"
17449,,UG,Secondary,"LINESTRING (587897.2317045312 2929134.911522433, 587878.4029430025 2929203.8929900476)"
17450,,UG,Secondary,"LINESTRING (588032.0803166628 2928955.8726368267, 587943.6086000006 2928910.604320049)"
17451,,UG,Secondary,"LINESTRING (588089.5486690634 2928997.670622985, 588032.0803166628 2928955.8726368267)"
17452,,UG,Secondary,"LINESTRING (588089.5486690634 2928997.670622985, 588140.3146830031 2928942.4501900543)"
17453,,UG,Secondary,"LINESTRING (588102.1329746271 2929090.284781932, 588089.5486690634 2928997.670622985)"
17454,,UG,Secondary,"LINESTRING (588102.1329746271 2929090.284781932, 588161.1228330028 2929044.884120053)"
17455,,UG,Secondary,"LINESTRING (588102.1329746271 2929090.284781932, 588180.2092460025 2929128.602900049)"
17456,,UG,Secondary,"LINESTRING (588088.6895654984 2929250.6403906066, 588031.8258790027 2929168.008920054)"
17457,,UG,Secondary,"LINESTRING (588088.6895654984 2929250.6403906066, 587977.7782520031 2929300.4023400536)"
17458,,UG,Secondary,"LINESTRING (588126.7120674271 2929243.0202910453, 588088.6895654984 2929250.6403906066)"
17459,,UG,Secondary,"LINESTRING (588126.7120674271 2929243.0202910453, 588196.4263360011 2929205.8979300507)"
17460,,UG,Secondary,"LINESTRING (588126.7120674271 2929243.0202910453, 588213.0362830033 2929282.161940059)"
17461,,UG,Secondary,"LINESTRING (588100.5364941303 2929407.5326649006, 587992.5252240032 2929373.4105100515)"
17462,,UG,Secondary,"LINESTRING (588100.5364941303 2929407.5326649006, 587962.69413 2929468.002970052)"
17463,,UG,Secondary,"LINESTRING (588143.5224281214 2929406.5513447616, 588100.5364941303 2929407.5326649006)"
17464,,UG,Secondary,"LINESTRING (588143.5224281214 2929406.5513447616, 588220.534680002 2929353.0777100516)"
17465,,UG,Secondary,"LINESTRING (588143.5224281214 2929406.5513447616, 588223.6100050032 2929431.0766600594)"
17466,,UG,Secondary,"LINESTRING (588066.190668505 2929509.5735047567, 587980.5141860008 2929557.2908200417)"
17467,,UG,Secondary,"LINESTRING (588106.5971059129 2929523.878575282, 588066.190668505 2929509.5735047567)"
17468,,UG,Secondary,"LINESTRING (588106.5971059129 2929523.878575282, 588224.1045150011 2929540.654640051)"
17469,,UG,Secondary,"LINESTRING (588106.5971059129 2929523.878575282, 588089.7510010033 2929588.73623005)"
17470,,UG,Secondary,"LINESTRING (591239.2552263686 2920225.100011067, 591264.2 2920210.79)"
17471,,UG,Secondary,"LINESTRING (591110.3065210192 2920217.744846506, 591239.2552263686 2920225.100011067)"
17472,,UG,Secondary,"LINESTRING (590884.5051525258 2920290.8450347115, 590855.0961746163 2920319.4149364345)"
17473,,UG,Secondary,"LINESTRING (590884.5051525258 2920290.8450347115, 590919.29 2920311.31)"
17474,,UG,Secondary,"LINESTRING (590920.8994692243 2920220.4673903813, 590884.5051525258 2920290.8450347115)"
