Parameter,%change in benefit resulted from +%10 change in parameter,%change in benefit resulted from -%10 change in parameter
total_employees,"0    0.022012
dtype: float64","0   -0.022012
dtype: float64"
affected_employees,"0    0.022012
dtype: float64","0   -0.022012
dtype: float64"
