Parameter,%change in benefit resulted from +%10 change in parameter,%change in benefit resulted from -%10 change in parameter
cost_per_hour,"0    0.022012
dtype: float64","0   -0.022012
dtype: float64"
outage_hours,"0    0.022012
dtype: float64","0   -0.022012
dtype: float64"
