year,capex_el,opex_el,lifecycle_infrastructure_el,environmental_restoration_el,non_fatal_el,fatal_el,safety_el,total_cost_el,capex_br,opex_br,lifecycle_infrastructure_br,environmental_restoration_br,non_fatal_br,fatal_br,safety_br,total_cost_br
12,2461111.755659593,34223.518465994486,2510895.0749085164,65282.08394088001,47372.9319682052,46158.24140491789,93531.17337312309,2669708.3322225194,92749.52786083707,16142.601884276935,113354.81400751912,65282.08394088001,47372.9319682052,46158.24140491789,93531.17337312309,272168.07132152223
13,2290245.2428804846,33913.918360929645,2341449.616887362,75128.72325289821,50036.1242414582,48753.14669680542,98789.27093826362,2515367.611078524,76645.07659057797,16438.33328878186,98404.32041561719,75128.72325289821,50036.1242414582,48753.14669680542,98789.27093826362,272322.314606779
14,2937463.2777847257,34592.196728148236,2993710.8914309647,86152.14679329898,53407.574875327424,52038.14987852416,105445.72475385158,3185308.7629781156,122284.5393552528,16767.0999545575,145215.23389446075,86152.14679329898,53407.574875327424,52038.14987852416,105445.72475385158,336813.1054416113
15,2387670.243304175,36530.062032930146,2443973.075869003,95294.70339756006,56755.346637764866,55300.08133936064,112055.4279771255,2651323.2072436884,82444.05736001064,16970.857922647814,106713.66797912166,95294.70339756006,56755.346637764866,55300.08133936064,112055.4279771255,314063.79935380723
16,2500503.3250527945,37260.66327358875,2559404.4648730666,104835.76504422129,60503.21480725283,58951.85032501558,119455.0651322684,2783695.2950495565,105007.7371980286,17310.275081100768,130482.73482543524,104835.76504422129,60503.21480725283,58951.85032501558,119455.0651322684,354773.56500192493
17,3303634.7010699245,39399.84107480724,3368683.5854527825,116247.55727976645,63611.60457013093,61980.53778628141,125592.14235641234,3610523.2850889615,134779.8325204529,17690.23184100512,161512.01366228392,116247.55727976645,63611.60457013093,61980.53778628141,125592.14235641234,403351.71329846274
18,2253852.8541938164,40187.83789630338,2316630.739924032,124474.42751649016,66855.48258294497,65141.23943979254,131996.72202273752,2573101.8894632594,106367.75823904555,18044.036477825222,134617.92628476123,124474.42751649016,66855.48258294497,65141.23943979254,131996.72202273752,391089.0758239889
19,3491666.0077399854,40740.31982701551,3562476.062273177,136382.08947444876,70735.39273242424,68921.66471364413,139657.05744606836,3838515.209193694,161777.0743525535,18524.454854462198,191235.30496867895,136382.08947444876,70735.39273242424,68921.66471364413,139657.05744606836,467274.45188919606
20,2599412.5369738145,41555.126223555824,2669000.33820241,144704.76130997928,73532.4570910348,71647.00947331595,145179.46656435076,2958884.5660767397,135325.6678639715,18894.943951551442,166444.16179504775,144704.76130997928,73532.4570910348,71647.00947331595,145179.46656435076,456328.38966937776
21,1711625.6957497234,44280.3710007967,1779487.2120259032,150203.32471052295,77580.95863519603,75591.70328557561,153172.66192077164,2082863.1986571979,111600.85709952544,19276.90378239288,144109.75654486814,150203.32471052295,77580.95863519603,75591.70328557561,153172.66192077164,447485.7431761627
22,2402478.320929119,45165.97842081264,2475749.0353415203,157224.13250560858,80410.59470453134,78348.78458390234,158759.37928843367,2791732.5471355626,131820.40642490078,19662.441858040736,165448.91536994863,157224.13250560858,80410.59470453134,78348.78458390234,158759.37928843367,481432.4271639909
23,1933333.299224558,48807.175734239114,2006515.4799903978,162763.59336251856,82280.05845789984,80170.31336923575,162450.3718271356,2331729.445180052,149639.26768105463,20201.260928119653,184601.36099541598,162763.59336251856,82280.05845789984,80170.31336923575,162450.3718271356,509815.32618507015
24,1777890.4304214164,49783.31924892389,1852398.349073379,167899.18122601457,84667.07207148886,82496.12150555325,167163.1935770421,2187460.723876436,164810.27118601685,20605.286146682047,200992.27458323172,167899.18122601457,84667.07207148886,82496.12150555325,167163.1935770421,536054.6493862884
25,1572881.6550179997,50200.36667340931,1648302.5378858529,171891.04281135133,86550.44060447207,84331.19853769073,170881.6391421628,1991075.2198393669,198371.81489860063,21332.59198533256,235781.41880061408,171891.04281135133,86550.44060447207,84331.19853769073,170881.6391421628,578554.1007541282
26,1075671.0796410975,51204.3740068775,1151296.0878293829,174811.42684346056,88296.49583084187,86032.48311723054,174328.9789480724,1500436.493620916,134034.9952886519,21759.24382503921,172595.15735856025,174811.42684346056,88296.49583084187,86032.48311723054,174328.9789480724,521735.56315009325
27,973759.6985686325,55144.719261019054,1050793.084751151,176757.59995483034,89653.69406584151,87354.88139748659,177008.5754633281,1404559.2601693096,140671.55999475968,22481.073077654844,180306.16311083635,176757.59995483034,89653.69406584151,87354.88139748659,177008.5754633281,534072.3385289948
28,465118.6829667032,56247.613646239435,541566.3119090651,177528.48986386886,90646.59924783955,88322.32747225392,178968.92672009347,898063.7284930274,125569.04015841,22930.694539207943,166210.87482157408,177528.48986386886,90646.59924783955,88322.32747225392,178968.92672009347,522708.29140553635
29,493449.31085043156,55198.85545571371,571470.7012156079,178091.59306248938,91308.28118627578,88967.04320714051,180275.3243934163,929837.6186715135,149819.22265301525,23793.735901089232,191356.36730899024,178091.59306248938,91308.28118627578,88967.04320714051,180275.3243934163,549723.2847648959
30,435553.76533569617,56302.832564827986,514948.1209640669,178890.1308256959,91570.37705346949,89222.4186674831,180792.7957209526,874631.0475107153,146909.6962412527,24269.610619111016,189332.58610329262,178890.1308256959,91570.37705346949,89222.4186674831,180792.7957209526,549015.5126499411
31,492518.1648457845,57746.21551007043,574190.385321998,179470.04535001557,91761.82724555474,89408.9598802841,181170.78712583883,934831.2177978525,120326.85294874475,24975.487870006506,163687.14068503512,179470.04535001557,91761.82724555474,89408.9598802841,181170.78712583883,524327.9731608896
32,167522.50748652924,58901.13982027184,249696.96666136984,179518.39695691725,92033.32314280364,89673.4943442702,181706.81748707383,610922.1811053609,75878.62613947377,25474.997627406636,120178.45810158111,179518.39695691725,92033.32314280364,89673.4943442702,181706.81748707383,481403.6725455722
33,249242.33182857028,63773.4160616254,332931.3166817816,179518.39695691725,92230.48903947408,89865.60470512859,182096.09374460267,694545.8073833016,134590.85918742797,26208.020727285315,179782.91100816207,179518.39695691725,92230.48903947408,89865.60470512859,182096.09374460267,541397.401709682
34,175397.64549535819,65048.88438285791,260760.4100456337,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,622407.3574830877,94714.72856749342,26732.18114183102,140810.62142464222,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,502457.56886209623
35,139250.19682791844,61546.94679432893,226320.2166691995,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,587967.1641066535,75195.10628707596,27696.243182074206,122212.91700136774,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,483859.86443882174
36,113347.17637126643,62777.8857302155,202158.59660937308,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,563805.5440468271,61207.47524048387,28250.16804571569,109165.64216906147,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,470812.5896065155
37,72427.74087321719,69421.62209136439,163015.389516086,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,524662.33695354,39110.980071537284,28880.61825110337,88028.31033868644,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,449675.25777614047
38,43107.86243939427,70810.05453319168,135507.26405512044,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,497154.2114925744,23278.24571727291,29458.23061612544,73173.92258976503,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,434820.87002721906
39,45997.63374838137,68223.33453783854,140245.02339642207,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,501891.97083387605,24838.722224125944,30508.3273834081,75732.31263406792,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,437379.2600715219
