lifecycle_infrastructure_el,environmental_restoration_el,safety_el,total_cost_el,lifecycle_infrastructure_br,environmental_restoration_br,safety_br,total_cost_br
32856569.30607046,2199731.3997808914,2724549.709525296,37780850.41537666,3657968.262506199,2199731.3997808914,2724549.709525296,8582249.371812386
