year,capex_el,opex_el,lifecycle_infrastructure_el,environmental_restoration_el,non_fatal_el,fatal_el,safety_el,total_cost_el,capex_br,opex_br,lifecycle_infrastructure_br,environmental_restoration_br,non_fatal_br,fatal_br,safety_br,total_cost_br
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1843016.5210579992,32954.98300662879,1876630.6037247605,9678.248348118617,109759.50718175338,45602.81993455793,155362.3271163113,2041671.1791891905,764186.9916482487,16672.335666432464,781192.7740280099,9678.248348118617,109759.50718175338,45602.81993455793,155362.3271163113,946233.3494924398
2,208257.24556396715,33614.08266676137,235567.53542600074,10804.190729491267,109795.75529999236,45617.880282872735,155413.6355828651,401785.3617383571,92759.93275036466,17005.782379761113,107439.94618304717,10804.190729491267,109795.75529999236,45617.880282872735,155413.6355828651,273657.77249540354
3,369136.5564684507,26774.793982385883,397893.8085137705,12795.471785534577,121370.86917794513,50427.10225782375,171797.97143576888,582487.251735074,163197.12783841105,14392.170032041675,178574.9310209931,12795.471785534577,121370.86917794513,50427.10225782375,171797.97143576888,363168.37424229656
4,697051.9045266288,27310.289862033602,728137.2303013547,16475.658998124865,122717.48798907899,50986.59470400371,173704.0826930827,918316.9719925623,309335.81159519573,14680.013432682508,325812.91954816494,16475.658998124865,122717.48798907899,50986.59470400371,173704.0826930827,515992.6612393725
5,1042870.7749379723,28193.38435815666,1076637.6489542774,21372.31700755625,125099.04549387185,51976.082911845435,177075.1284057173,1275085.094367551,418976.3752721694,15076.277629982416,436507.94900440384,21372.31700755625,125099.04549387185,51976.082911845435,177075.1284057173,634955.3944176774
6,894708.4217246512,28757.252045319798,928833.5552706347,25766.652538054805,129500.52234646773,53804.8061041123,183305.32845058004,1137905.5362592696,391817.27359494293,15377.803182582064,409811.56197901466,25766.652538054805,129500.52234646773,53804.8061041123,183305.32845058004,618883.5429676495
7,740891.1460627001,30475.809583064663,775402.7011922359,29208.592816854136,135356.8893296084,56238.00625105367,191594.89558066207,996206.1895897521,317306.7597812499,16154.027404871786,335553.2329400566,29208.592816854136,135356.8893296084,56238.00625105367,191594.89558066207,556356.7213375728
8,1099018.6084289884,31085.325774725956,1136160.6566710833,34984.26660654866,140612.48232060074,58421.597148748515,199034.07946934926,1370179.002746981,545212.4830484975,16477.10795296922,565054.8370954825,34984.26660654866,140612.48232060074,58421.597148748515,199034.07946934926,799073.1831713804
9,1376828.2801564566,33104.77844735791,1416862.7160229206,41777.8525573888,144729.01759177507,60131.93296881338,204860.95056058845,1663501.5191408978,632206.7977350198,17187.817384543585,653288.7367415747,41777.8525573888,144729.01759177507,60131.93296881338,204860.95056058845,899927.5398595519
10,1354567.905330696,33766.87401630507,1395975.0114776087,47532.6803674419,151636.68098632077,63001.9251730274,214638.6061593482,1658146.2980043988,560838.7472163225,17531.573732234458,582358.5579473234,47532.6803674419,151636.68098632077,63001.9251730274,214638.6061593482,844529.8444741135
11,1793523.4727481059,33456.0132803759,1838492.2076838082,55365.79910854252,159761.75984275676,66377.7284866353,226139.48832939204,2119997.495121743,771372.5235393539,17641.45920007036,794679.2292604457,55365.79910854252,159761.75984275676,66377.7284866353,226139.48832939204,1076184.5166983802
