year,capex_el,opex_el,lifecycle_infrastructure_el,environmental_restoration_el,non_fatal_el,fatal_el,safety_el,total_cost_el,capex_br,opex_br,lifecycle_infrastructure_br,environmental_restoration_br,non_fatal_br,fatal_br,safety_br,total_cost_br
12,2409894.2958750846,34125.133545983415,2459416.4060791074,65282.08394088001,166644.49159889342,69237.36210737683,235881.85370627025,2760580.3437262573,1015435.8719499431,17994.288384071766,1040746.8584514796,65282.08394088001,166644.49159889342,69237.36210737683,235881.85370627025,1341910.79609863
13,2242039.094254156,33834.85797013317,2292997.6169030396,75128.72325289821,176012.8440307043,73129.72004520815,249142.56407591244,2617268.90423185,1011175.1932242987,17888.699175300702,1037700.5406441698,75128.72325289821,176012.8440307043,73129.72004520815,249142.56407591244,1361971.8279729804
14,2876865.9718544045,34511.55512953583,2932804.5392403994,86152.14679329898,187872.64779393736,78057.22481778623,265929.8726117236,3284886.5586454216,1189425.8633831148,18246.47315880672,1217798.9786748649,86152.14679329898,187872.64779393736,78057.22481778623,265929.8726117236,1569880.9980798874
15,2337664.7047722307,36413.77278636737,2393712.5090905456,95294.70339756006,199649.1560268445,82950.12200904095,282599.2780358855,2771606.490523991,985206.0643165598,19453.288281357927,1014079.7611711492,95294.70339756006,199649.1560268445,82950.12200904095,282599.2780358855,1391973.7426045947
16,2448846.2753659906,37142.04824209472,2507483.96423286,104835.76504422129,212833.0895461626,88427.77548752337,301260.865033686,2913580.594310767,1065961.4944604195,19842.354046985085,1096337.3562498642,104835.76504422129,212833.0895461626,88427.77548752337,301260.865033686,1502433.9863277716
17,3235432.3930897494,39249.44692790572,3300133.4457019083,116247.55727976645,223767.52003641985,92970.80667942212,316738.326715842,3733119.3296975167,1307136.6553354505,20668.567653485155,1339847.856273638,116247.55727976645,223767.52003641985,92970.80667942212,316738.326715842,1772833.7402692465
18,2207766.995835014,40034.435866463835,2270309.8436876,124474.42751649016,235178.55962791143,97711.85915968881,332890.41878760024,2727674.68999169,968434.2766640059,21081.93900655486,1001080.983953689,124474.42751649016,235178.55962791143,97711.85915968881,332890.41878760024,1458445.8302577795
19,3420281.699392142,40595.202104816475,3490727.6939527597,136382.08947444876,248826.97925166,103382.4970704662,352209.47632212617,3979319.259749335,1434496.8716909506,21097.85365784408,1470445.9732735017,136382.08947444876,248826.97925166,103382.4970704662,352209.47632212617,1959037.5390700768
20,2546947.40235749,41407.1061469128,2616267.631399542,144704.76130997928,258666.25557770373,107470.51420997393,366136.7697876777,3127109.1624971987,1042663.9710684769,21519.810731000962,1078409.8903458961,144704.76130997928,258666.25557770373,107470.51420997393,366136.7697876777,1589251.421443553
21,1677946.4885179107,44086.995035002285,1745636.2408372085,150203.32471052295,272907.7317442388,113387.55492836342,386295.28667260223,2282134.8522203336,723043.724269302,22849.71149126658,758670.9823372104,150203.32471052295,272907.7317442388,113387.55492836342,386295.28667260223,1295169.5937203357
22,2354345.6443010643,44968.734935702334,2427370.8820626624,157224.13250560858,282861.5860782023,117523.1768758535,400384.7629540558,2984979.777522327,928151.9181436959,23306.70572109191,965841.7177985096,157224.13250560858,282861.5860782023,117523.1768758535,400384.7629540558,1523450.613258174
23,1896336.1196342912,48551.08843531657,1969329.6147842207,162763.59336251856,289437.82748440746,120255.47005385363,409693.2975382611,2541786.505685,790515.9750886431,24814.692648565182,828746.5396107832,162763.59336251856,289437.82748440746,120255.47005385363,409693.2975382611,1401203.4305115629
24,1744917.2542451734,49522.1102040229,1819257.0096986373,167899.18122601457,297834.66199621593,123744.18225832988,421578.8442545458,2408735.035179198,770844.7391763809,25310.98650153649,810117.5183603466,167899.18122601457,297834.66199621593,123744.18225832988,421578.8442545458,1399595.543840907
25,1545922.8795686506,49959.33593027767,1621206.2726817122,171891.04281135133,304459.81645959144,126496.7978065361,430956.6142661275,2224053.929759191,678860.1040667589,26005.242568501162,718720.1982435299,171891.04281135133,304459.81645959144,126496.7978065361,430956.6142661275,1321567.8553210087
26,1057106.6027071457,50958.52264888323,1132636.932063068,174811.42684346056,310601.94179178064,129048.72467584582,439650.66646762646,1747099.025374155,492583.13210424077,26525.347419871185,532971.8896719087,174811.42684346056,310601.94179178064,129048.72467584582,439650.66646762646,1147433.9829829957
27,957894.4893045648,54841.73273136745,1034846.9629198367,176757.59995483034,315376.17890301166,131032.3220962299,446408.5009992416,1658013.0638739087,384390.4236909876,27816.779697794154,425267.99301191507,176757.59995483034,315376.17890301166,131032.3220962299,446408.5009992416,1048434.093965987
28,459905.3974952697,55938.56738599479,536326.4386817273,177528.48986386886,318868.9367371905,132483.49120838087,451352.42794557137,1165207.3564911676,224038.1947261622,28373.115291750037,265182.22207762185,177528.48986386886,318868.9367371905,132483.49120838087,451352.42794557137,894063.139887062
29,488645.53965154744,54948.82776305399,566642.4307836094,178091.59306248938,321196.5454717498,133450.56481071076,454647.1102824606,1199381.1341285594,223185.4208059441,28307.545935871978,265096.73307249905,178091.59306248938,321196.5454717498,133450.56481071076,454647.1102824606,897835.436417449
30,431811.5695361825,56047.804318315066,511186.83996597567,178890.1308256959,322118.5241360212,133833.62800122463,455952.15213724587,1146029.1229289174,253031.26242974974,28873.696854589416,295995.37227935094,178890.1308256959,322118.5241360212,133833.62800122463,455952.15213724587,930837.6552422927
31,486547.76186461287,57487.93026163641,568189.5332856224,179470.04535001557,322791.9914221071,134113.43982042617,456905.43124253326,1204565.0098781711,198935.86709946673,29780.256656318463,242697.0608079258,179470.04535001557,322791.9914221071,134113.43982042617,456905.43124253326,879072.5374004745
32,166927.1272197167,58637.68886686914,249098.54995519653,179518.39695691725,323747.03671671945,134510.2415164053,458257.27823312476,886874.2251452386,82563.90376502657,30375.86178944483,126897.83064302424,179518.39695691725,323747.03671671945,134510.2415164053,458257.27823312476,764673.5058330663
33,249242.33182857028,63432.40452172453,332931.3166817816,179518.39695691725,324440.61022475857,134798.40705769288,459239.01728245144,971688.7309211503,134590.85918742797,32069.804841360303,179782.91100816207,179518.39695691725,324440.61022475857,134798.40705769288,459239.01728245144,818540.3252475308
34,175397.64549535819,64701.052612159016,260760.4100456337,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,899599.6788663284,94714.72856749342,32711.20093818751,140810.62142464222,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,779649.8902453369
35,139250.19682791844,61316.517502534916,226320.2166691995,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,865159.4854898942,75195.10628707596,32006.57577419901,122212.91700136774,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,761052.1858220624
36,113347.17637126643,62542.84785258561,202158.59660937308,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,840997.8654300678,61207.47524048387,32646.70728968299,109165.64216906147,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,748004.9109897562
37,72427.74087321719,69064.70054962517,163015.389516086,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,801854.6583367807,39110.980071537284,35244.217237795354,88028.31033868644,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,726867.5791593811
38,43107.86243939427,70445.99456061768,135507.26405512044,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,774346.5328758152,23278.24571727291,35949.10158255126,73173.92258976503,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,712013.1914104597
39,45997.63374838137,67961.00886475692,140245.02339642207,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,779084.2922171168,24838.722224125944,35045.01889943063,75732.31263406792,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,714571.5814547626
