lifecycle_infrastructure_el,environmental_restoration_el,safety_el,total_cost_el,lifecycle_infrastructure_br,environmental_restoration_br,safety_br,total_cost_br
30695716.055912554,1675351.5170724292,1525587.956110423,33896655.52909541,30220042.421278335,1675351.5170724292,1525587.956110423,33420981.894461192
