year,capex_el,opex_el,lifecycle_infrastructure_el,environmental_restoration_el,non_fatal_el,fatal_el,safety_el,total_cost_el,capex_br,opex_br,lifecycle_infrastructure_br,environmental_restoration_br,non_fatal_br,fatal_br,safety_br,total_cost_br
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1843016.5210579992,32954.98300662879,1876630.6037247605,9678.248348118617,109759.50718175338,45602.81993455793,155362.3271163113,2041671.1791891905,1841484.5188818641,22058.82330260054,1863984.5186505166,9678.248348118617,109759.50718175338,45602.81993455793,155362.3271163113,2029025.0941149467
2,208257.24556396715,33614.08266676137,235567.53542600074,10804.190729491267,109795.75529999236,45617.880282872735,155413.6355828651,401785.3617383571,206305.02779544052,22499.999768652553,221564.1212128529,10804.190729491267,109795.75529999236,45617.880282872735,155413.6355828651,387781.9475252093
3,369136.5564684507,26774.793982385883,397893.8085137705,12795.471785534577,121370.86917794513,50427.10225782375,171797.97143576888,582487.251735074,369136.5564684507,14959.895507267054,385564.650737046,12795.471785534577,121370.86917794513,50427.10225782375,171797.97143576888,570158.0939583494
4,697051.9045266288,27310.289862033602,728137.2303013547,16475.658998124865,122717.48798907899,50986.59470400371,173704.0826930827,918316.9719925623,695611.6871388042,15259.093417412396,714058.8020570459,16475.658998124865,122717.48798907899,50986.59470400371,173704.0826930827,904238.5437482534
5,1042870.7749379723,28193.38435815666,1076637.6489542774,21372.31700755625,125099.04549387185,51976.082911845435,177075.1284057173,1275085.094367551,1041632.4372777567,16105.974773132613,1062339.5569262197,21372.31700755625,125099.04549387185,51976.082911845435,177075.1284057173,1260787.0023394933
6,894708.4217246512,28757.252045319798,928833.5552706347,25766.652538054805,129500.52234646773,53804.8061041123,183305.32845058004,1137905.5362592696,886503.1823578251,16428.094268595265,907020.3688765876,25766.652538054805,129500.52234646773,53804.8061041123,183305.32845058004,1116092.3498652223
7,740891.1460627001,30475.809583064663,775402.7011922359,29208.592816854136,135356.8893296084,56238.00625105367,191594.89558066207,996206.1895897521,730697.398568211,18085.406782589827,751052.1639848313,29208.592816854136,135356.8893296084,56238.00625105367,191594.89558066207,971855.6523823475
8,1099018.6084289884,31085.325774725956,1136160.6566710833,34984.26660654866,140612.48232060074,58421.597148748515,199034.07946934926,1370179.002746981,1079770.5341777937,18447.114918241623,1102339.1342855382,34984.26660654866,140612.48232060074,58421.597148748515,199034.07946934926,1336357.4803614363
9,1376828.2801564566,33104.77844735791,1416862.7160229206,41777.8525573888,144729.01759177507,60131.93296881338,204860.95056058845,1663501.5191408978,1372408.2492363004,20301.097694571523,1397265.2156455116,41777.8525573888,144729.01759177507,60131.93296881338,204860.95056058845,1643904.0187634889
10,1354567.905330696,33766.87401630507,1395975.0114776087,47532.6803674419,151636.68098632077,63001.9251730274,214638.6061593482,1658146.2980043988,1338322.5980745556,20707.119648462955,1363807.5764449337,47532.6803674419,151636.68098632077,63001.9251730274,214638.6061593482,1625978.8629717238
11,1793523.4727481059,33456.0132803759,1838492.2076838082,55365.79910854252,159761.75984275676,66377.7284866353,226139.48832939204,2119997.495121743,1777165.8049697091,20114.88874388477,1805602.056426096,55365.79910854252,159761.75984275676,66377.7284866353,226139.48832939204,2087107.3438640304
12,2409894.2958750846,34125.133545983415,2459416.4060791074,65282.08394088001,166644.49159889342,69237.36210737683,235881.85370627025,2760580.3437262573,2372253.442539536,20517.186518762464,2404484.1986510796,65282.08394088001,166644.49159889342,69237.36210737683,235881.85370627025,2705648.1362982295
