lifecycle_infrastructure_el,environmental_restoration_el,safety_el,total_cost_el,lifecycle_infrastructure_br,environmental_restoration_br,safety_br,total_cost_br,
39075821.31,933516.8186,4433124.734,44442462.86,50784885.43,933516.8186,4433124.734,56151526.98,100593989.8
