year,capex_el,opex_el,lifecycle_infrastructure_el,environmental_restoration_el,non_fatal_el,fatal_el,safety_el,total_cost_el,capex_br,opex_br,lifecycle_infrastructure_br,environmental_restoration_br,non_fatal_br,fatal_br,safety_br,total_cost_br
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,28583614.152889483,159190.35794178036,28745988.317990102,150203.32471052295,31201.929428908054,30401.879956371948,61603.80938528,28957795.452085905,1185001.1353856446,14717.538962189205,1200013.0251270775,150203.32471052295,31201.929428908054,30401.879956371948,61603.80938528,1411820.1592228806
2,1508995.4794290152,162374.16510061597,1558304.5697849086,157224.13250560858,31212.23387775503,30411.920188581822,61624.15406633685,1777152.856356854,58703.13169558894,15011.889741432988,81478.00325514722,157224.13250560858,31212.23387775503,30411.920188581822,61624.15406633685,300326.28982709267
3,1156627.189911015,48342.245446954454,1205876.699660757,162763.59336251856,82280.05845789984,80170.31336923575,162450.3718271356,1531090.6648504112,45399.121278103936,22328.30545054733,69043.37558337716,162763.59336251856,82280.05845789984,80170.31336923575,162450.3718271356,394257.3407730313
4,1033957.379153565,49309.09035589354,1084099.072495883,167899.18122601457,84667.07207148886,82496.12150555325,167163.1935770421,1419161.4472989398,44621.618801528035,22774.871559558276,69080.5437307745,167899.18122601457,84667.07207148886,82496.12150555325,167163.1935770421,404142.9185338312
5,845492.8420407518,48283.833087982435,896248.9341285176,171891.04281135133,86550.44060447207,84331.19853769073,170881.6391421628,1239021.6160820317,35491.05278464218,23180.64147575806,60753.43904135993,171891.04281135133,86550.44060447207,84331.19853769073,170881.6391421628,403526.12099487404
6,598210.8736157904,49249.50974974209,649104.3361925688,174811.42684346056,88296.49583084187,86032.48311723054,174328.9789480724,998244.7419841017,35031.46042454665,23644.25430527322,61046.1121160084,174811.42684346056,88296.49583084187,86032.48311723054,174328.9789480724,410186.51790754136
7,518147.6529631211,49158.522884625556,569988.9135561985,176757.59995483034,89653.69406584151,87354.88139748659,177008.5754633281,923755.0889743569,29231.395104149902,23979.338165927904,55948.37209637884,176757.59995483034,89653.69406584151,87354.88139748659,177008.5754633281,409714.5475145373
8,204824.38014934154,50141.69334231807,256271.44291163288,177528.48986386886,90646.59924783955,88322.32747225392,178968.92672009347,612768.8594955952,29571.030501050605,24458.924929246463,56939.60759022052,177528.48986386886,90646.59924783955,88322.32747225392,178968.92672009347,413437.02417418285
9,159787.03170752604,49760.87459584887,212293.1907925229,178091.59306248938,91308.28118627578,88967.04320714051,180275.3243934163,570660.1082484286,10385.926494595826,24767.045349723285,38352.4869533189,178091.59306248938,91308.28118627578,88967.04320714051,180275.3243934163,396719.4044092246
10,152306.57110584463,50756.09208776585,205736.6964543245,178890.1308256959,91570.37705346949,89222.4186674831,180792.7957209526,565419.623000973,26588.133016914955,25262.38625671775,55156.69152674897,178890.1308256959,91570.37705346949,89222.4186674831,180792.7957209526,414839.61807339743
11,222210.33255374478,49895.55154586103,277173.3956455174,179470.04535001557,91761.82724555474,89408.9598802841,181170.78712583883,637814.2281213718,24771.070413030506,25504.56048182525,53965.500961530866,179470.04535001557,91761.82724555474,89408.9598802841,181170.78712583883,414606.33343738527
12,100441.0636976214,50893.46257677825,155742.11903594754,179518.39695691725,92033.32314280364,89673.4943442702,181706.81748707383,516967.3334799386,44660.66766623841,26014.651691461757,74474.3922646091,179518.39695691725,92033.32314280364,89673.4943442702,181706.81748707383,435699.6067086002
13,50850.52033014238,50824.76528733079,107170.80803326804,179518.39695691725,92230.48903947408,89865.60470512859,182096.09374460267,468785.29873478797,27459.280978276885,26193.11469826366,57872.236337964736,179518.39695691725,92230.48903947408,89865.60470512859,182096.09374460267,419486.72703948466
14,122442.9750216317,51841.2605930774,179889.66847881986,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,541536.6159162739,66119.20651168111,26716.976992228934,97140.42097856272,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,458787.3684160167
15,64685.68059294864,50438.29682577587,123281.30791928057,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,484928.25535673456,34930.26752019227,26831.938322715603,66571.90627641151,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,428218.8537138655
16,100798.56232944959,51447.06276229138,160566.10220230813,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,522213.04963976215,54431.223657902774,27368.577089169914,86705.6951892464,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,448352.6426267004
17,135327.48489996177,51476.62655391848,196290.3755702775,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,557937.3230077315,73076.84184597935,27418.196528159875,105996.80280794985,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,467643.75024540385
18,112955.25225310965,52506.15908499685,175137.40073683168,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,536784.3481742857,60995.83621667921,27966.560458723074,94574.19639788911,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,456221.14383534313
19,175540.41085381276,52382.475831843,238966.20230720926,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,600613.1497446633,94791.82186105891,28008.3906959157,129041.749245893,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,490688.696683347
