year,capex_el,opex_el,lifecycle_infrastructure_el,environmental_restoration_el,non_fatal_el,fatal_el,safety_el,total_cost_el,capex_br,opex_br,lifecycle_infrastructure_br,environmental_restoration_br,non_fatal_br,fatal_br,safety_br,total_cost_br
0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,106192.38731720834,24270.86233792484,130948.66690189167,0,31201.929428908054,30401.879956371948,61603.80938528,192552.47628717168,27966850.99445672,148626.78825754457,28118450.318479415,150203.32471052295,31201.929428908054,30401.879956371948,61603.80938528,28330257.452575218
2,16449.978499432924,24756.279584683336,41701.38367580993,0,31212.23387775503,30411.920188581822,61624.15406633685,103325.53774214677,1474651.3501040475,151599.32402269548,1504647.557577489,157224.13250560858,31212.23387775503,30411.920188581822,61624.15406633685,1723495.8441494345
3,22018.66010518244,24756.279584683336,47775.093385086984,0,31212.23387775503,30411.920188581822,61624.15406633685,109399.24745142383,1131729.1486409148,29408.046542589625,1160913.6860857385,162763.59336251856,82280.05845789984,80170.31336923575,162450.3718271356,1486127.6512753926
4,44638.582503797385,25251.405176377004,70910.14444930002,0,31212.23387775503,30411.920188581822,61624.15406633685,132534.29851563688,1010327.1594376073,29996.207473441416,1039711.1826240978,167899.18122601457,84667.07207148886,82496.12150555325,167163.1935770421,1374773.5574271544
5,59024.46273455397,25251.405176377004,85821.45591896666,0,31212.23387775503,30411.920188581822,61624.15406633685,147445.6099853035,826112.0213274271,28612.291612572113,855406.574523713,171891.04281135133,86550.44060447207,84331.19853769073,170881.6391421628,1198179.2564772272
6,69402.12460912846,25756.433279904544,96735.05765722941,0,31212.23387775503,30411.920188581822,61624.15406633685,158359.21172356626,577512.2734582691,29184.537444823556,606293.5772962028,174811.42684346056,88296.49583084187,86032.48311723054,174328.9789480724,955433.9830877357
7,63357.012487846456,25756.433279904544,91236.60419690942,0,31212.23387775503,30411.920188581822,61624.15406633685,152860.75826324627,497277.07444015413,28807.8658691083,526381.0843969967,176757.59995483034,89653.69406584151,87354.88139748659,177008.5754633281,880147.2598151552
8,112355.44602249503,26271.561945502635,140792.62956573925,0,31212.23387775503,30411.920188581822,61624.15406633685,202416.7836320761,182067.91422456334,29384.023186490467,210214.2254207232,177528.48986386886,90646.59924783955,88322.32747225392,178968.92672009347,566711.6420046855
9,94206.43841236245,26271.56194550263,123212.36562647155,0,31212.23387775503,30411.920188581822,61624.15406633685,184836.5196928084,152134.20047971047,28720.15019243721,180823.6771357576,178091.59306248938,91308.28118627578,88967.04320714051,180275.3243934163,539190.5945916633
