lifecycle_infrastructure_el,environmental_restoration_el,safety_el,total_cost_el,lifecycle_infrastructure_br,environmental_restoration_br,safety_br,total_cost_br
579435.1045459381,0.0,307852.25017897505,887287.3547249131,26552176.678802054,835388.9241619094,697123.6404070338,28084689.24337099
