lifecycle_infrastructure_el,environmental_restoration_el,safety_el,total_cost_el,lifecycle_infrastructure_br,environmental_restoration_br,safety_br,total_cost_br
32222644.32728277,2199731.3997808914,2724549.709525296,37146925.436588965,30655442.074139174,2199731.3997808914,2724549.709525296,35579723.18344537
