lifecycle_infrastructure_el,environmental_restoration_el,safety_el,total_cost_el,lifecycle_infrastructure_br,environmental_restoration_br,safety_br,total_cost_br
26707724.057105646,835388.9241619094,697123.6404070338,28240236.62167459,314216.22779057774,0.0,307852.25017897505,622068.4779695531
