lifecycle_infrastructure_el,environmental_restoration_el,safety_el,total_cost_el,lifecycle_infrastructure_br,environmental_restoration_br,safety_br,total_cost_br
579435.1045459381,0.0,307852.25017897505,887287.3547249131,5757447.317162147,159593.83289782127,382097.58801369445,6299138.738073664
