year,capex_el,opex_el,lifecycle_infrastructure_el,environmental_restoration_el,non_fatal_el,fatal_el,safety_el,total_cost_el,capex_br,opex_br,lifecycle_infrastructure_br,environmental_restoration_br,non_fatal_br,fatal_br,safety_br,total_cost_br
10,108411.59069865351,26796.993184412688,137997.6364570448,0,31212.23387775503,30411.920188581822,61624.15406633685,199621.79052338164,1338322.5980745556,20707.119648462955,1363807.5764449337,47532.6803674419,43106.58038154506,42001.28344868493,85107.86383023,1496448.1206426055
11,137043.40724551512,26796.993184412688,167221.17391907424,0,31212.23387775503,30411.920188581822,61624.15406633685,228845.32798541107,1777165.8049697091,20114.88874388477,1805602.056426096,55365.79910854252,45416.34054348731,44251.8189910902,89668.15953457751,1950636.015069216
12,212869.44453601324,27332.933048100942,243650.76654304352,0,31212.23387775503,30411.920188581822,61624.15406633685,305274.92060938035,2372253.442539536,20517.186518762464,2404484.1986510796,65282.08394088001,47372.9319682052,46158.24140491789,93531.17337312309,2563297.4559650826
13,183574.0957919072,27332.933048100942,214971.0442390781,0,31212.23387775503,30411.920188581822,61624.15406633685,276595.19830541493,2218647.8549022907,19955.652369235508,2251331.3128967197,75128.72325289821,50036.1242414582,48753.14669680542,98789.27093826362,2425249.3070878815
14,274000.2223773013,27879.591709062963,306025.1097934156,0,31212.23387775503,30411.920188581822,61624.15406633685,367649.26385975245,2820542.2033444536,20354.76541662022,2857234.011970007,86152.14679329898,53407.574875327424,52038.14987852416,105445.72475385158,3048831.8835171573
15,192897.49444642678,27879.591709062963,225562.87961086337,0,31212.23387775503,30411.920188581822,61624.15406633685,287187.0336772002,2307909.291699474,22126.07853700441,2343528.7750137164,95294.70339756006,56755.346637764866,55300.08133936064,112055.4279771255,2550878.906388402
16,237274.8687075669,28437.18354324422,270593.5615752922,0,31212.23387775503,30411.920188581822,61624.15406633685,332217.71564162907,2402478.936694444,22568.600107744496,2439671.0374392825,104835.76504422129,60503.21480725283,58951.85032501558,119455.0651322684,2663961.867615772
17,301827.61846600147,28437.18354324422,335812.6851910813,0,31212.23387775503,30411.920188581822,61624.15406633685,397436.8392574182,3173181.750035767,24369.57491099156,3215409.780956926,116247.55727976645,63611.60457013093,61980.53778628141,125592.14235641234,3457249.480593105
18,235387.42278965368,29005.927214109106,270052.1908492351,0,31212.23387775503,30411.920188581822,61624.15406633685,331676.344915572,2155807.579798584,24856.96640921139,2194509.890934253,124474.42751649016,66855.48258294497,65141.23943979254,131996.72202273752,2450981.0404734807
19,356294.2667832425,29005.927214109102,391652.3302040156,0,31212.23387775503,30411.920188581822,61624.15406633685,453276.48427035246,3339533.1103993882,24985.272912135246,3385197.8967993525,136382.08947444876,70735.39273242424,68921.66471364413,139657.05744606836,3661237.0437198696
20,291030.3034831888,29586.045758391287,327095.5281723773,0,31212.23387775503,30411.920188581822,61624.15406633685,388719.6822387142,2472349.8665234703,25484.97837037795,2515387.18386771,144704.76130997928,73532.4570910348,71647.00947331595,145179.46656435076,2805271.4117420404
21,233911.60079615936,29586.045758391287,270698.1299791317,0,31212.23387775503,30411.920188581822,61624.15406633685,332322.2840454685,1610292.7095557514,27878.677898418355,1650444.9374486208,150203.32471052295,77580.95863519603,75591.70328557561,153172.66192077164,1953820.9240799155
22,279593.0784184342,30177.766673559112,317115.33818506595,0,31212.23387775503,30411.920188581822,61624.15406633685,378739.4922514028,2277757.1592364456,28436.251456386723,2322329.945620832,157224.13250560858,80410.59470453134,78348.78458390234,158759.37928843367,2638313.457414875
23,305664.5511735525,30177.766673559112,343937.2561355169,0,31212.23387775503,30411.920188581822,61624.15406633685,405561.4102018538,1797598.8960353704,31598.78050151315,1840965.5834543388,162763.59336251856,82280.05845789984,80170.31336923575,162450.3718271356,2166179.548643993
24,332206.5770719772,30781.322007030292,371244.73613318085,0,31212.23387775503,30411.920188581822,61624.15406633685,432868.8901995177,1631694.4555229298,32230.75611154341,1675357.5682602627,167899.18122601457,84667.07207148886,82496.12150555325,167163.1935770421,2010419.9430633194
25,388763.7692404899,30781.322007030292,428582.69148291764,0,31212.23387775503,30411.920188581822,61624.15406633685,490206.8455492545,1398481.8416352766,32042.605876891124,1442012.006673647,171891.04281135133,86550.44060447207,84331.19853769073,170881.6391421628,1784784.6886271613
26,264188.36551379255,31396.9484471709,304803.66620106885,0,31212.23387775503,30411.920188581822,61624.15406633685,366427.8202674057,959003.901353574,32683.457994428947,1001771.4048444135,174811.42684346056,88296.49583084187,86032.48311723054,174328.9789480724,1350911.8106359465
27,271361.98611989646,31396.9484471709,312789.59282091825,0,31212.23387775503,30411.920188581822,61624.15406633685,374413.7468872551,848990.1270186063,35972.36139760085,892237.1548265045,176757.59995483034,89653.69406584151,87354.88139748659,177008.5754633281,1246003.330244663
28,236922.63486055884,32024.887416114318,279178.7936956011,0,31212.23387775503,30411.920188581822,61624.15406633685,340802.9477619379,357353.974504691,36691.80862555287,399177.9123330212,177528.48986386886,90646.59924783955,88322.32747225392,178968.92672009347,755675.3289169834
29,280711.89706126985,32024.887416114318,323813.1790730129,0,31212.23387775503,30411.920188581822,61624.15406633685,385437.33313934976,364311.0801157769,34921.06207278655,406942.13324481196,178091.59306248938,91308.28118627578,88967.04320714051,180275.3243934163,765309.0507007176
30,276783.32792940404,32665.3851644366,320746.635581382,0,31212.23387775503,30411.920188581822,61624.15406633685,382370.7896477189,311424.15972118836,35619.48331424228,354686.0733469759,178890.1308256959,91570.37705346949,89222.4186674831,180792.7957209526,714368.9998936243
31,226329.99564836198,32665.3851644366,271172.5694533795,0,31212.23387775503,30411.920188581822,61624.15406633685,332796.72351971635,387571.49010411615,36462.843867488584,432294.7254898989,179470.04535001557,91761.82724555474,89408.9598802841,181170.78712583883,792935.5579657533
32,140813.84245268418,33318.69286772533,186553.26773380203,0,31212.23387775503,30411.920188581822,61624.15406633685,248177.4218001389,102589.50882290908,37192.10074483835,147025.56628670194,179518.39695691725,92033.32314280364,89673.4943442702,181706.81748707383,508250.780730693
33,249242.33182857028,33318.69286772533,295896.5456153105,0,31212.23387775503,30411.920188581822,61624.15406633685,357520.69968164735,134590.85918742797,41400.030314861884,179782.91100816207,179518.39695691725,92230.48903947408,89865.60470512859,182096.09374460267,541397.401709682
34,175397.64549535819,33985.066725079836,222984.9435578332,0,31212.23387775503,30411.920188581822,61624.15406633685,284609.09762417007,94714.72856749342,42228.03092115912,140810.62142464222,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,502457.56886209623
35,139250.19682791844,33985.066725079836,187789.24085164297,0,31212.23387775503,30411.920188581822,61624.15406633685,249413.39491797984,75195.10628707596,37943.4422898719,122212.91700136774,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,483859.86443882174
36,113347.17637126643,34664.76805958144,162857.00127546545,0,31212.23387775503,30411.920188581822,61624.15406633685,224481.1553418023,61207.47524048387,38702.31113566933,109165.64216906147,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,470812.5896065155
37,72427.74087321719,34664.76805958144,122927.76227550021,0,31212.23387775503,30411.920188581822,61624.15406633685,184551.91634183706,39110.980071537284,44769.39843133754,88028.31033868644,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,449675.25777614047
38,43107.86243939427,35358.06342077306,94617.88426972293,0,31212.23387775503,30411.920188581822,61624.15406633685,156242.03833605978,23278.24571727291,45664.786399964294,73173.92258976503,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,434820.87002721906
39,45997.63374838137,35358.06342077306,98537.85601531662,0,31212.23387775503,30411.920188581822,61624.15406633685,160162.01008165345,24838.722224125944,42193.4483767056,75732.31263406792,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,437379.2600715219
