year,capex_el,opex_el,lifecycle_infrastructure_el,environmental_restoration_el,non_fatal_el,fatal_el,safety_el,total_cost_el,capex_br,opex_br,lifecycle_infrastructure_br,environmental_restoration_br,non_fatal_br,fatal_br,safety_br,total_cost_br
0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,106192.38731720834,24270.86233792484,130948.66690189167,0,31201.929428908054,30401.879956371948,61603.80938528,192552.47628717168,1841484.5188818641,22058.82330260054,1863984.5186505166,9678.248348118617,31201.929428908054,30401.879956371948,61603.80938528,1935266.5763839153
2,16449.978499432924,24756.279584683336,41701.38367580993,0,31212.23387775503,30411.920188581822,61624.15406633685,103325.53774214677,206305.02779544052,22499.999768652553,221564.1212128529,10804.190729491267,31212.23387775503,30411.920188581822,61624.15406633685,293992.466008681
3,22018.66010518244,24756.279584683336,47775.093385086984,0,31212.23387775503,30411.920188581822,61624.15406633685,109399.24745142383,369136.5564684507,14959.895507267054,385564.650737046,12795.471785534577,34502.754176405724,33618.0681718825,68120.82234828823,466480.94487086876
4,44638.582503797385,25251.405176377004,70910.14444930002,0,31212.23387775503,30411.920188581822,61624.15406633685,132534.29851563688,695611.6871388042,15259.093417412396,714058.8020570459,16475.658998124865,34885.564797476225,33991.06313600247,68876.6279334787,799411.0889886494
5,59024.46273455397,25251.405176377004,85821.45591896666,0,31212.23387775503,30411.920188581822,61624.15406633685,147445.6099853035,1041632.4372777567,16105.974773132613,1062339.5569262197,21372.31700755625,35562.58304494688,34650.72194123029,70213.30498617716,1153925.178919953
6,69402.12460912846,25756.433279904544,96735.05765722941,0,31212.23387775503,30411.920188581822,61624.15406633685,158359.21172356626,886503.1823578251,16428.094268595265,907020.3688765876,25766.652538054805,36813.81470281368,35869.87073607487,72683.68543888855,1005470.706853531
7,63357.012487846456,25756.433279904544,91236.60419690942,0,31212.23387775503,30411.920188581822,61624.15406633685,152860.75826324627,730697.398568211,18085.406782589827,751052.1639848313,29208.592816854136,38478.63585598409,37492.004167369116,75970.6400233532,856231.3968250386
8,112355.44602249503,26271.561945502635,140792.62956573925,0,31212.23387775503,30411.920188581822,61624.15406633685,202416.7836320761,1079770.5341777937,18447.114918241623,1102339.1342855382,34984.26660654866,39972.67173335425,38947.73143249901,78920.40316585325,1216243.8040579401
9,94206.43841236245,26271.56194550263,123212.36562647155,0,31212.23387775503,30411.920188581822,61624.15406633685,184836.5196928084,1372408.2492363004,20301.097694571523,1397265.2156455116,41777.8525573888,41142.90150497758,40087.95531254225,81230.85681751983,1520273.9250204202
