lifecycle_infrastructure_el,environmental_restoration_el,safety_el,total_cost_el,lifecycle_infrastructure_br,environmental_restoration_br,safety_br,total_cost_br
5884214.239182124,159593.83289782127,382097.58801369445,6425905.660093643,2535964.042504291,159593.83289782127,382097.58801369445,3077655.463415806
