lifecycle_infrastructure_el,environmental_restoration_el,safety_el,total_cost_el,lifecycle_infrastructure_br,environmental_restoration_br,safety_br,total_cost_br
28441679.665017154,1123555.5432704994,978491.2721351889,30543726.48042285,12026430.387968048,1123555.5432704994,978491.2721351889,14128477.203373741
