lifecycle_infrastructure_el,environmental_restoration_el,safety_el,total_cost_el,lifecycle_infrastructure_br,environmental_restoration_br,safety_br,total_cost_br
5884214.239182124,159593.83289782127,382097.58801369445,6425905.660093643,314216.22779057774,0.0,307852.25017897505,622068.4779695531
