lifecycle_infrastructure_el,environmental_restoration_el,safety_el,total_cost_el,lifecycle_infrastructure_br,environmental_restoration_br,safety_br,total_cost_br
8610179.95374991,276739.6539837332,548670.6505292668,9435590.258262906,1445177.0285389705,276739.6539837332,548670.6505292668,2270587.3330519693
