year,capex_el,opex_el,lifecycle_infrastructure_el,environmental_restoration_el,non_fatal_el,fatal_el,safety_el,total_cost_el,capex_br,opex_br,lifecycle_infrastructure_br,environmental_restoration_br,non_fatal_br,fatal_br,safety_br,total_cost_br
29,270292.30333863164,57446.693457188165,347607.98920407315,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,709254.9366415271,145957.8438028611,31021.214466881604,187708.3141701995,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,549355.2616076535
30,261711.7604673786,58595.62732633192,340573.7600501289,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,702220.7074875829,141324.35065238446,31641.638756219236,183909.83042706962,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,545556.7778645236
31,215165.80817499294,58595.62732633192,295605.0477493983,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,657251.9951868523,116189.53641449622,31641.638756219236,159626.7257846751,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,521273.6732221291
32,139864.38781914703,59767.53987285856,221912.41218504045,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,583559.3596224944,75526.7694223394,32274.47153134362,119832.70257992187,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,481479.6500173759
33,249242.33182857028,59767.539872858564,332931.3166817816,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,694578.2641192356,134590.85918742797,32274.471531343625,179782.91100816207,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,541429.8584456161
34,175397.64549535819,60962.89067031573,260760.4100456337,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,622407.3574830877,94714.72856749342,32919.9609619705,140810.62142464222,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,502457.56886209623
35,139250.19682791844,60962.89067031573,226320.2166691995,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,587967.1641066535,75195.10628707596,32919.9609619705,122212.91700136774,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,483859.86443882174
36,113347.17637126643,62182.14848372205,202158.59660937308,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,563805.5440468271,61207.47524048387,33578.36018120991,109165.64216906147,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,470812.5896065155
37,72427.74087321719,62182.14848372205,163015.389516086,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,524662.33695354,39110.980071537284,33578.36018120991,88028.31033868644,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,449675.25777614047
38,43107.86243939427,63425.79145339649,135507.26405512044,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,497154.2114925744,23278.24571727291,34249.9273848341,73173.92258976503,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,434820.87002721906
39,45997.63374838137,63425.791453396494,140245.02339642207,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,501891.97083387605,24838.722224125944,34249.92738483411,75732.31263406792,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,437379.2600715219
