year,capex_el,opex_el,lifecycle_infrastructure_el,environmental_restoration_el,non_fatal_el,fatal_el,safety_el,total_cost_el,capex_br,opex_br,lifecycle_infrastructure_br,environmental_restoration_br,non_fatal_br,fatal_br,safety_br,total_cost_br
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1843016.5210579992,32954.98300662879,1876630.6037247605,9678.248348118617,31201.929428908054,30401.879956371948,61603.80938528,1947912.6614581593,57706.93132001205,13139.935364791281,71109.66539209917,0,31201.929428908054,30401.879956371948,61603.80938528,132713.47477737916
2,208257.24556396715,33614.08266676137,235567.53542600074,10804.190729491267,31212.23387775503,30411.920188581822,61624.15406633685,307995.8802218288,8926.06848438339,13402.734072087107,22596.857237912238,0,31212.23387775503,30411.920188581822,61624.15406633685,84221.01130424908
3,369136.5564684507,26774.793982385883,397893.8085137705,12795.471785534577,34502.754176405724,33618.0681718825,68120.82234828823,478810.1026475933,11967.78937481681,13402.734072087105,25911.993903416234,0,31212.23387775503,30411.920188581822,61624.15406633685,87536.14796975309
4,697051.9045266288,27310.289862033602,728137.2303013547,16475.658998124865,34885.564797476225,33991.06313600247,68876.6279334787,813489.5172329582,24251.33222901163,13670.788753528848,38474.42084818304,0,31212.23387775503,30411.920188581822,61624.15406633685,100098.5749145199
5,1042870.7749379723,28193.38435815666,1076637.6489542774,21372.31700755625,35562.58304494688,34650.72194123029,70213.30498617716,1168223.2709480107,32072.030197868968,13670.788753528848,46579.58058942381,0,31212.23387775503,30411.920188581822,61624.15406633685,108203.73465576067
6,894708.4217246512,28757.252045319798,928833.5552706347,25766.652538054805,36813.81470281368,35869.87073607487,72683.68543888855,1027283.8932475781,37659.14016325193,13944.204528599426,52456.84156263786,0,31212.23387775503,30411.920188581822,61624.15406633685,114080.99562897472
7,740891.1460627001,30475.809583064663,775402.7011922359,29208.592816854136,38478.63585598409,37492.004167369116,75970.6400233532,880581.9340324432,34358.186832311156,13944.204528599426,49451.84225968481,0,31212.23387775503,30411.920188581822,61624.15406633685,111075.99632602166
8,1099018.6084289884,31085.325774725956,1136160.6566710833,34984.26660654866,39972.67173335425,38947.73143249901,78920.40316585325,1250065.326443485,60920.8060510155,14223.088619171414,76316.33458693663,0,31212.23387775503,30411.920188581822,61624.15406633685,137940.48865327347
9,1376828.2801564566,33104.77844735791,1416862.7160229206,41777.8525573888,41142.90150497758,40087.95531254225,81230.85681751983,1539871.4253978292,51170.056774002034,14223.088619171414,66873.49588064158,0,31212.23387775503,30411.920188581822,61624.15406633685,128497.64994697843
10,1354567.905330696,33766.87401630507,1395975.0114776087,47532.6803674419,43106.58038154506,42001.28344868493,85107.86383023,1528615.5556752807,58800.24381971719,14507.550391554843,74817.75170848954,0,31212.23387775503,30411.920188581822,61624.15406633685,136441.9057748264
11,1793523.4727481059,33456.0132803759,1838492.2076838082,55365.79910854252,45416.34054348731,44251.8189910902,89668.15953457751,1983526.1663269282,74361.61612399407,14507.550391554843,90699.47417054186,0,31212.23387775503,30411.920188581822,61624.15406633685,152323.6282368787
12,2409894.2958750846,34125.133545983415,2459416.4060791074,65282.08394088001,47372.9319682052,46158.24140491789,93531.17337312309,2618229.6633931105,115411.99947004319,14797.70139938594,132076.61467752192,0,31212.23387775503,30411.920188581822,61624.15406633685,193700.7687438588
13,2242039.094254156,33834.85797013317,2292997.6169030396,75128.72325289821,50036.1242414582,48753.14669680542,98789.27093826362,2466915.6110942014,99598.44787631846,14797.701399385938,116596.35538794678,0,31212.23387775503,30411.920188581822,61624.15406633685,178220.50945428363
14,2876865.9718544045,34511.55512953583,2932804.5392403994,86152.14679329898,53407.574875327424,52038.14987852416,105445.72475385158,3124402.41078755,148495.02801558623,15093.655427373658,165832.8936774471,0,31212.23387775503,30411.920188581822,61624.15406633685,227457.04774378397
15,2337664.7047722307,36413.77278636737,2393712.5090905456,95294.70339756006,56755.346637764866,55300.08133936064,112055.4279771255,2601062.640465231,104617.1592852592,15093.655427373656,122301.7822603573,0,31212.23387775503,30411.920188581822,61624.15406633685,183925.93632669415
16,2448846.2753659906,37142.04824209472,2507483.96423286,104835.76504422129,60503.21480725283,58951.85032501558,119455.0651322684,2731774.7944093496,128610.11018342065,15395.52853592113,146648.4256180207,0,31212.23387775503,30411.920188581822,61624.15406633685,208272.57968435757
17,3235432.3930897494,39249.44692790572,3300133.4457019083,116247.55727976645,63611.60457013093,61980.53778628141,125592.14235641234,3541973.145338087,163574.5615018739,15395.52853592113,181973.64324516596,0,31212.23387775503,30411.920188581822,61624.15406633685,243597.7973115028
18,2207766.995835014,40034.435866463835,2270309.8436876,124474.42751649016,66855.48258294497,65141.23943979254,131996.72202273752,2526780.9932268276,127541.32184948315,15703.439106639553,146308.38522764106,0,31212.23387775503,30411.920188581822,61624.15406633685,207932.53929397793
19,3420281.699392142,40595.202104816475,3490727.6939527597,136382.08947444876,70735.39273242424,68921.66471364413,139657.05744606836,3766766.840873277,193036.85884858426,15703.439106639553,212179.26349430534,0,31212.23387775503,30411.920188581822,61624.15406633685,273803.4175606422
20,2546947.40235749,41407.1061469128,2616267.631399542,144704.76130997928,73532.4570910348,71647.00947331595,145179.46656435076,2906151.859273872,157611.17004794176,16017.507888772343,177136.42278657726,0,31212.23387775503,30411.920188581822,61624.15406633685,238760.5768529141
21,1677946.4885179107,44086.995035002285,1745636.2408372085,150203.32471052295,77580.95863519603,75591.70328557561,153172.66192077164,2049012.2274685032,126618.75208264275,16017.507888772345,146534.50987605096,0,31212.23387775503,30411.920188581822,61624.15406633685,208158.6639423878
22,2354345.6443010643,44968.734935702334,2427370.8820626624,157224.13250560858,80410.59470453134,78348.78458390234,158759.37928843367,2743354.3938567047,151379.42601097643,16337.858046547792,171693.4989602528,0,31212.23387775503,30411.920188581822,61624.15406633685,233317.65302658966
23,1896336.1196342912,48551.08843531657,1969329.6147842207,162763.59336251856,82280.05845789984,80170.31336923575,162450.3718271356,2294543.5799738746,165380.09909106555,16337.858046547792,186100.45349932744,0,31212.23387775503,30411.920188581822,61624.15406633685,247724.6075656643
24,1744917.2542451734,49522.1102040229,1819257.0096986373,167899.18122601457,84667.07207148886,82496.12150555325,167163.1935770421,2154319.384501694,179695.32829455208,16664.615207478746,200830.08979097923,0,31212.23387775503,30411.920188581822,61624.15406633685,262454.2438573161
25,1545922.8795686506,49959.33593027767,1621206.2726817122,171891.04281135133,86550.44060447207,84331.19853769073,170881.6391421628,1963978.9546352262,210173.28165009923,16664.615207478746,231730.7383764549,0,31212.23387775503,30411.920188581822,61624.15406633685,293354.8924427917
26,1057106.6027071457,50958.52264888323,1132636.932063068,174811.42684346056,88296.49583084187,86032.48311723054,174328.9789480724,1481777.3378546012,142841.44075429792,16997.90751162832,164830.0466151807,0,31212.23387775503,30411.920188581822,61624.15406633685,226454.20068151754
27,957894.4893045648,54841.73273136745,1034846.9629198367,176757.59995483034,89653.69406584151,87354.88139748659,177008.5754633281,1388613.1383379952,146657.6373487021,16997.90751162832,169086.01532680253,0,31212.23387775503,30411.920188581822,61624.15406633685,230710.1693931394
28,459905.3974952697,55938.56738599479,536326.4386817273,177528.48986386886,90646.59924783955,88322.32747225392,178968.92672009347,892823.8552656895,127987.5807969162,17337.865661860887,150864.52633457864,0,31212.23387775503,30411.920188581822,61624.15406633685,212488.6804009155
29,488645.53965154744,54948.82776305399,566642.4307836094,178091.59306248938,91308.28118627578,88967.04320714051,180275.3243934163,925009.3482395151,151621.19944975385,17337.865661860887,174955.68389816955,0,31212.23387775503,30411.920188581822,61624.15406633685,236579.8379645064
30,431811.5695361825,56047.804318315066,511186.83996597567,178890.1308256959,91570.37705346949,89222.4186674831,180792.7957209526,870869.7665126241,149516.19084939122,17684.622975098107,173317.36498677524,0,31212.23387775503,30411.920188581822,61624.15406633685,234941.5190531121
31,486547.76186461287,57487.93026163641,568189.5332856224,179470.04535001557,91761.82724555474,89408.9598802841,181170.78712583883,928830.3657614768,122257.60066472739,17684.622975098107,146534.79828485908,0,31212.23387775503,30411.920188581822,61624.15406633685,208158.95235119594
32,166927.1272197167,58637.68886686914,249098.54995519653,179518.39695691725,92033.32314280364,89673.4943442702,181706.81748707383,610323.7643991876,76042.82594080313,18038.315434600067,100805.56751333746,0,31212.23387775503,30411.920188581822,61624.15406633685,162429.7215796743
33,249242.33182857028,63432.40452172453,332931.3166817816,179518.39695691725,92230.48903947408,89865.60470512859,182096.09374460267,694545.8073833016,134590.85918742797,18038.315434600067,159848.85559141298,0,31212.23387775503,30411.920188581822,61624.15406633685,221473.00965774982
34,175397.64549535819,64701.052612159016,260760.4100456337,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,622407.3574830877,94714.72856749342,18399.08174329207,120477.88489955814,0,31212.23387775503,30411.920188581822,61624.15406633685,182102.038965895
35,139250.19682791844,61316.517502534916,226320.2166691995,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,587967.1641066535,75195.10628707596,18399.08174329207,101473.52574578198,0,31212.23387775503,30411.920188581822,61624.15406633685,163097.67981211882
36,113347.17637126643,62542.84785258561,202158.59660937308,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,563805.5440468271,61207.47524048387,18767.063378157913,88011.46308836399,0,31212.23387775503,30411.920188581822,61624.15406633685,149635.61715470086
37,72427.74087321719,69064.70054962517,163015.389516086,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,524662.33695354,39110.980071537284,18767.063378157913,66451.04767637502,0,31212.23387775503,30411.920188581822,61624.15406633685,128075.20174271187
38,43107.86243939427,70445.99456061768,135507.26405512044,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,497154.2114925744,23278.24571727291,19142.40464572107,51165.11467420739,0,31212.23387775503,30411.920188581822,61624.15406633685,112789.26874054424
39,45997.63374838137,67961.00886475692,140245.02339642207,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,501891.97083387605,24838.722224125944,19142.404645721068,53283.328560199116,0,31212.23387775503,30411.920188581822,61624.15406633685,114907.48262653597
