lifecycle_infrastructure_el,environmental_restoration_el,safety_el,total_cost_el,lifecycle_infrastructure_br,environmental_restoration_br,safety_br,total_cost_br
4801529.44156183,0.0,1482787.8450543834,6284317.286616214,2532478.2493202663,0.0,1405517.211243277,3937995.4605635437
