lifecycle_infrastructure_el,environmental_restoration_el,safety_el,total_cost_el,lifecycle_infrastructure_br,environmental_restoration_br,safety_br,total_cost_br
27287854.18598669,835388.9241619094,697123.6404070338,28820366.75055564,1846773.3006650514,835388.9241619094,697123.6404070338,3379285.865233994
