year,capex_el,opex_el,lifecycle_infrastructure_el,environmental_restoration_el,non_fatal_el,fatal_el,safety_el,total_cost_el,capex_br,opex_br,lifecycle_infrastructure_br,environmental_restoration_br,non_fatal_br,fatal_br,safety_br,total_cost_br
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,27968382.996632855,156114.20216049723,28127619.482836563,150203.32471052295,109759.50718175338,45602.81993455793,155362.3271163113,28433185.134663396,27966850.99445672,148626.78825754457,28118450.318479415,150203.32471052295,109759.50718175338,45602.81993455793,155362.3271163113,28424015.97030625
2,1476603.567872574,159236.48620370717,1525747.4594795299,157224.13250560858,109795.75529999236,45617.880282872735,155413.6355828651,1838385.2275680036,1474651.3501040475,151599.32402269548,1504647.557577489,157224.13250560858,109795.75529999236,45617.880282872735,155413.6355828651,1817285.3256659626
3,1131729.1486409148,48180.28588917225,1180851.6783801795,162763.59336251856,289437.82748440746,120255.47005385363,409693.2975382611,1753308.5692809592,1131729.1486409148,29408.046542589625,1160913.6860857385,162763.59336251856,289437.82748440746,120255.47005385363,409693.2975382611,1733370.5769865182
4,1011767.376825432,49143.891606955694,1061795.9011558765,167899.18122601457,297834.66199621593,123744.18225832988,421578.8442545458,1651273.926636437,1010327.1594376073,29996.207473441416,1039711.1826240978,167899.18122601457,297834.66199621593,123744.18225832988,421578.8442545458,1629189.2081046582
5,827350.3589876427,48159.342881631936,878013.9244118377,171891.04281135133,304459.81645959144,126496.7978065361,430956.6142661275,1480861.5814893164,826112.0213274271,28612.291612572113,855406.574523713,171891.04281135133,304459.81645959144,126496.7978065361,430956.6142661275,1458254.231601192
6,585717.5128250952,49122.52973926457,636547.259261841,174811.42684346056,310601.94179178064,129048.72467584582,439650.66646762646,1251009.352572928,577512.2734582691,29184.537444823556,606293.5772962028,174811.42684346056,310601.94179178064,129048.72467584582,439650.66646762646,1220755.6706072898
7,507470.82193464314,49047.57287298489,559257.6306894753,176757.59995483034,315376.17890301166,131032.3220962299,446408.5009992416,1182423.7316435473,497277.07444015413,28807.8658691083,526381.0843969967,176757.59995483034,315376.17890301166,131032.3220962299,446408.5009992416,1149547.1853510686
8,201315.98847575806,50028.52433044459,252745.15844051418,177528.48986386886,318868.9367371905,132483.49120838087,451352.42794557137,881626.0762499544,182067.91422456334,29384.023186490467,210214.2254207232,177528.48986386886,318868.9367371905,132483.49120838087,451352.42794557137,839095.1432301634
9,156554.23139986687,49670.16218058333,209043.90320329467,178091.59306248938,321196.5454717498,133450.56481071076,454647.1102824606,841782.6065482446,152134.20047971047,28720.15019243721,180823.6771357576,178091.59306248938,321196.5454717498,133450.56481071076,454647.1102824606,813562.3804807076
