Strategy,aesthetic_benefit_el,economic_losses_el,aesthetic_benefit_br,economic_loss_br
S1,0.0,81201352.65299484,0.0,40496219.93710852
S2,0.0,81686750.01827781,428482.44425709936,31963320.00880981
S3,0.0,81686750.01827781,766942.4459958057,22164380.127950747
S4,428482.44425709936,63985800.656404026,0.0,40805611.628344044
S5,766942.4459958057,44369784.11970127,0.0,40805611.628344044
S6,428482.44425709936,63985800.656404026,428482.44425709936,31963320.00880981
S10,766942.4459958057,44369784.11970127,766942.4459958057,22164380.127950747
