Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,0,0,0,0,0,0,0
INC,21537267.32,1422186.244,832488.95,23791942.51,428482.4443,15307915.67,-8055544.398
INA,31280977.11,2968567.363,1774013.982,36023558.46,766942.446,32271996,-2984620.018
ICN,21068116.8,1422186.244,832488.95,23322791.99,428482.4443,17700949.36,-5193360.184
IAN,30897813.91,2968567.363,1774013.982,35640395.26,766942.446,37316965.9,2443513.085
JCC,24307815.98,2844372.488,1664977.9,28817166.37,856964.8885,33008865.03,5048663.548
ICC,42605384.12,2844372.488,1664977.9,47114734.51,856964.8885,33008865.03,-13248904.59
JAA,35896399.02,5937134.726,3548027.963,45381561.71,1533884.892,69588961.89,25741285.08
IAA,62178791.02,5937134.726,3548027.963,71663953.71,1533884.892,69588961.89,-541106.9232
