Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,5029480,0,2097282.72,7126762.72,0,0,-7126762.72
INC,26566747.32,1422186.244,2929771.67,30918705.24,428482.4443,8449969.448,-22040253.35
INA,36310457.11,2968567.363,3871296.702,43150321.18,766942.446,17814141.79,-24569236.94
ICN,26097596.8,1422186.244,2929771.67,30449554.71,428482.4443,17408456.73,-12612615.54
IAN,35927293.91,2968567.363,3871296.702,42767157.97,766942.446,36700335.83,-5299879.696
JCC,29337295.98,2844372.488,3762260.62,35943929.09,856964.8885,25858426.18,-9228538.026
ICC,47634864.12,2844372.488,3762260.62,54241497.23,856964.8885,25858426.18,-27526106.17
JAA,40925879.02,5937134.726,5645310.683,52508324.43,1533884.892,54514477.62,3540038.079
IAA,67208271.02,5937134.726,5645310.683,78790716.43,1533884.892,54514477.62,-22742353.92
