Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,0,0,0,0,0,0,0
INC,21537267.32,1422186.244,832488.95,23791942.51,428482.4443,8449969.448,-14913490.62
INA,31280977.11,2968567.363,1774013.982,36023558.46,766942.446,17814141.79,-17442474.22
ICN,21068116.8,1422186.244,832488.95,23322791.99,428482.4443,18578427.26,-4315882.286
IAN,30897813.91,2968567.363,1774013.982,35640395.26,766942.446,39166856.11,4293403.296
JCC,24307815.98,2844372.488,1664977.9,28817166.37,856964.8885,27028396.71,-931804.7715
ICC,42605384.12,2844372.488,1664977.9,47114734.51,856964.8885,27028396.71,-19229372.91
JAA,35896399.02,5937134.726,3548027.963,45381561.71,1533884.892,56980997.9,13133321.08
IAA,62178791.02,5937134.726,3548027.963,71663953.71,1533884.892,56980997.9,-13149070.92
