Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,4938831.326,0,2027896.426,6966727.751,0,0,-6966727.751
INC,26566747.32,1422186.244,2929771.67,30918705.24,428482.4443,7385909.565,-23104313.23
INA,36310457.11,2968567.363,3871296.702,43150321.18,766942.446,12097272.89,-30286105.84
ICN,26097596.8,1422186.244,2929771.67,30449554.71,428482.4443,15471962.59,-14549109.67
IAN,35927293.91,2968567.363,3871296.702,42767157.97,766942.446,25341300.49,-16658915.04
JCC,29337295.98,2844372.488,3762260.62,35943929.09,856964.8885,22857872.16,-12229092.04
ICC,47634864.12,2844372.488,3762260.62,54241497.23,856964.8885,22857872.16,-30526660.18
JAA,40925879.02,5937134.726,5645310.683,52508324.43,1533884.892,37438573.38,-13535866.16
IAA,67208271.02,5937134.726,5645310.683,78790716.43,1533884.892,37438573.38,-39818258.16
