Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,5029480,0,2097282.72,7126762.72,0,0,-7126762.72
INC,36920645.33,1422186.244,2929771.67,41272603.24,428482.4443,8449969.448,-32394151.35
INA,51182663.3,2968567.363,3871296.702,58022527.36,766942.446,17814141.79,-39441443.13
ICN,36451494.81,1422186.244,2929771.67,40803452.72,428482.4443,17700949.36,-22674020.92
IAN,50799500.09,2968567.363,3871296.702,57639364.16,766942.446,37316965.9,-19555455.81
JCC,41472064.44,2844372.488,3762260.62,48078697.55,856964.8885,26150918.81,-21070813.85
ICC,68342660.13,2844372.488,3762260.62,74949293.24,856964.8885,26150918.81,-47941409.54
JAA,58356104.67,5937134.726,5645310.683,69938550.08,1533884.892,55131107.69,-13273557.5
IAA,96952683.39,5937134.726,5645310.683,108535128.8,1533884.892,55131107.69,-51870136.22
