Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,4938831.326,0,2027896.426,6966727.752,0,0,-6966727.752
INC,26566747.32,1422186.244,2929771.67,30918705.23,428482.4443,7300006.134,-23190216.66
INA,36310457.11,2968567.363,3871296.702,43150321.18,766942.446,16664178.48,-25719200.25
ICN,26097596.8,1422186.244,2929771.67,30449554.71,428482.4443,16550986.05,-13470086.22
IAN,35927293.91,2968567.363,3871296.702,42767157.98,766942.446,36167002.58,-5833212.949
JCC,28232370.37,2844372.488,3762260.62,34839003.47,856964.8885,25000955.5,-8981083.086
ICC,47634864.12,2844372.488,3762260.62,54241497.23,856964.8885,25000955.5,-28383576.84
JAA,39338778.06,5937134.726,5645310.683,50921223.46,1533884.892,53981144.37,4593805.798
IAA,67208271.02,5937134.726,5645310.683,78790716.43,1533884.892,53981144.37,-23275687.17
