Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,5295678.167,0,2239225.463,7534903.63,0,0,-7534903.63
INC,26808297.46,1628934.182,3210497.044,31647728.69,428482.4443,9764538.324,-21454707.92
INA,36552007.26,3175315.301,4152022.075,43879344.63,766942.446,19128710.67,-23983691.52
ICN,26318963.59,1628934.182,3210497.044,31158394.81,428482.4443,20454700.99,-10275211.38
IAN,36148660.69,3175315.301,4152022.075,43475998.07,766942.446,40070717.52,-2638338.101
JCC,29534014.74,3257868.364,4181768.625,36973651.73,856964.8885,30219239.31,-5897447.53
ICC,47831582.88,3257868.364,4181768.625,55271219.87,856964.8885,30219239.31,-24195015.67
JAA,41122597.78,6350630.602,6064818.688,53538047.07,1533884.892,59199428.19,7195266.009
IAA,67404989.78,6350630.602,6064818.688,79820439.07,1533884.892,59199428.19,-19087125.99
