Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,4433971.594,0,1866072.95,6300044.545,0,0,-6300044.545
INC,25830994.4,1085571.66,2473114.728,29389680.79,426999.2093,6311719.136,-22650962.44
INA,35680009.8,2631796.758,3414024.649,41725831.21,766942.446,15672847.61,-25286041.15
ICN,25331868.34,1085571.66,2473114.728,28890554.72,426999.2093,13221754.41,-15241801.11
IAN,35266813.49,2631796.758,3414024.649,41312634.89,766942.446,32831394.67,-7714297.776
JCC,28518571.9,2171143.32,3080156.506,33769871.73,853998.4186,19533473.55,-13382399.76
ICC,46728891.14,2171143.32,3080156.506,51980190.97,853998.4186,19533473.55,-31592719
JAA,40230459.69,5263593.515,4961976.348,50456029.56,1533884.892,48504242.28,-417902.3804
IAA,66512851.69,5263593.515,4961976.348,76738421.56,1533884.892,48504242.28,-26700294.38
