Strategy,aesthetic_benefit_el,economic_losses_el,aesthetic_benefit_br,economic_loss_br
S1,0.0,84919197.63931093,0.0,38744099.072617345
S2,0.0,85736155.31578338,428482.44425709936,30545144.761545476
S3,0.0,85736155.31578338,766942.4459958057,21180972.419998206
S4,428482.44425709936,67157728.05081257,0.0,38995114.20990161
S5,766942.4459958057,46569299.20413413,0.0,38995114.20990161
S6,428482.44425709936,67157728.05081257,428482.44425709936,30545144.761545476
S10,766942.4459958057,46569299.20413413,766942.4459958057,21180972.419998206
