Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,0,0,0,0,0,0,0
INC,21537267.32,1422186.244,832488.95,23791942.51,257089.4666,8449969.448,-15084883.6
INA,31280977.11,2968567.363,1774013.982,36023558.46,460165.4676,17814141.79,-17749251.2
ICN,21068116.8,1422186.244,832488.95,23322791.99,257089.4666,17700949.36,-5364753.163
IAN,30897813.91,2968567.363,1774013.982,35640395.26,460165.4676,37316965.9,2136736.108
JCC,24307815.98,2844372.488,1664977.9,28817166.37,514178.9331,26150918.81,-2152068.627
ICC,42605384.12,2844372.488,1664977.9,47114734.51,514178.9331,26150918.81,-20449636.77
JAA,35896399.02,5937134.726,3548027.963,45381561.71,920330.9352,55131107.69,10669876.92
IAA,62178791.02,5937134.726,3548027.963,71663953.71,920330.9352,55131107.69,-15612515.08
