Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,0,0,0,0,0,0,0
INC,21537267.32,1422186.244,832488.95,23791942.51,428482.4443,4224984.724,-19138475.34
INA,31280977.11,2968567.363,1774013.982,36023558.46,766942.446,8907070.895,-26349545.12
ICN,21068116.8,1422186.244,832488.95,23322791.99,428482.4443,8850474.681,-14043834.86
IAN,30897813.91,2968567.363,1774013.982,35640395.26,766942.446,18658482.95,-16214969.86
JCC,24307815.98,2844372.488,1664977.9,28817166.37,856964.8885,13075459.41,-14884742.08
ICC,42605384.12,2844372.488,1664977.9,47114734.51,856964.8885,13075459.41,-33182310.22
JAA,35896399.02,5937134.726,3548027.963,45381561.71,1533884.892,27565553.84,-16282122.97
IAA,62178791.02,5937134.726,3548027.963,71663953.71,1533884.892,27565553.84,-42564514.97
