Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,4938831.326,0,2027896.426,6966727.751,0,0,-6966727.751
INC,26566747.32,1422186.244,2929771.67,30918705.24,599875.422,7300006.134,-23018823.68
INA,36310457.11,2968567.363,3871296.702,43150321.18,1073719.424,16664178.48,-25412423.28
ICN,26097596.8,1422186.244,2929771.67,30449554.71,599875.422,16550986.05,-13298693.24
IAN,35927293.91,2968567.363,3871296.702,42767157.97,1073719.424,36167002.58,-5526435.966
JCC,29337295.98,2844372.488,3762260.62,35943929.09,1199750.844,25000955.5,-9743222.746
ICC,47634864.12,2844372.488,3762260.62,54241497.23,1199750.844,25000955.5,-28040790.89
JAA,40925879.02,5937134.726,5645310.683,52508324.43,2147438.849,53981144.37,3620258.789
IAA,67208271.02,5937134.726,5645310.683,78790716.43,2147438.849,53981144.37,-22662133.21
