Strategy,lifecycle_infrastructure,environmental_restoration,safety,total_cost,aesthetic_benefit,avoided_economic_losses,net_benefit
INN,0,0,0,0,0,0,0
INC,21627916,1422186.244,901875.2447,23951977.49,428482.4443,28801475.32,5277980.275
INA,31371625.79,2968567.363,1843400.276,36183593.43,766942.446,62729635.98,27312984.99
ICN,21158765.47,1422186.244,901875.2447,23482826.96,428482.4443,15886593.35,-7167751.167
IAN,30988462.58,2968567.363,1843400.276,35800430.22,766942.446,35502609.89,469122.1111
JCC,24398464.65,2844372.488,1734364.195,28977201.34,856964.8885,46502424.68,18382188.23
ICC,42696032.8,2844372.488,1734364.195,47274769.48,856964.8885,46502424.68,84620.09148
JAA,35987047.7,5937134.726,3617414.257,45541596.68,1533884.892,100046601.9,56038890.09
IAA,62269439.7,5937134.726,3617414.257,71823988.68,1533884.892,100046601.9,29756498.09
